TURN,UTTERANCE,DA,EMOTION
Ses04F_script01_3_F014,"I was waiting for you, Chris.  Till then you never wrote and then when you did what did you say.  I mean you sure can be ambiguous you know.",ans,hap
Ses04F_script01_3_M018,"Give me a kiss, Ann.  Give me a-God I kissed you.",c,hap
Ses04F_script01_3_M019,"I kissed Annie.  How long, how long I've been waiting to kiss you.",o,hap
Ses04F_script01_3_F015,I'll never forgive you.  Why did you wait all these years?  All I've done is sit and wonder if I was crazy for thinking of you.,o,hap
Ses04F_script01_3_M020,"Annie, we're going to live now.  I'm going to make you so happy.",o,hap
Ses04F_script01_3_F016,Not like that you're not.,o,xxx
Ses04F_script01_3_M021,I kissed you.,s,xxx
Ses04F_script01_3_F017,"Like Larry's brother.  Do it like you, Chris.",o,xxx
Ses04F_script01_3_F018,What is it Chris?,q,xxx
Ses04F_script01_3_M022,Let's drive some place.  I want to be alone with you.,ans,xxx
Ses04F_script01_3_F019,"No.  What is it Chris, your mother?",q,xxx
Ses04F_script01_3_M023,"No, nothing like that.",ans,sad
Ses04F_script01_3_F020,Well then what's wrong?  Even in your letters there was something ashamed.,q,xxx
Ses04F_script01_3_M024,Yes.  I suppose I have been but it's going from me.,ans,sad
Ses04F_script01_3_F021,You've got to tell me.,c,xxx
Ses04F_script01_3_M025,I don't know where to start.,s,fru
Ses04F_script01_3_F022,It wouldn't work this way.,s,xxx
Ses04F_script01_3_M026,There's so many things mixed up.,s,sad
Ses04F_script01_3_M027,You remember overseas I was in command of a company?,q,sad
Ses04F_script01_3_F023,"Yeah, sure.",ans,neu
Ses04F_script01_3_M028,Well I lost them.,s,sad
Ses04F_script01_3_F024,How many?,q,sad
Ses04F_script01_3_M029,Just about all.,ans,sad
Ses04F_script01_3_F025,"Oh, gees.",b,xxx
Ses04F_script01_3_M030,It takes a lot of time to toss that off because they weren't just men.,o,sad
Ses04F_script01_3_M031,"For instance, one time it had been raining several days and this kid came to me and gave me his last pair of dry socks.",s,sad
Ses04F_script01_3_M032,I put them in my pocket. that's only a little thing but these are the kind of guys I had.,s,sad
Ses04F_script01_3_M033,They didn't die.  They killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.,o,sad
Ses04F_script01_3_M034,"And I got this idea watching them go down.  Everything was being destroyed see, but it seemed to me that there was one new thing that was made",o,sad
Ses04F_script01_3_M035,a sort of responsibility man for man.  You understand me?,q,sad
Ses04F_script01_3_M036,And then I came home and it was amazing.,s,sad
Ses04F_script01_3_M037,There was no meaning in it here.,o,xxx
Ses04F_script01_3_M038,The whole thing to them was sort of a bus accident. Then I went to work with father and that whole rat race again.,s,xxx
Ses04F_script01_3_M039,"I felt, what you said, ashamed somehow",s,sad
Ses04F_script01_3_M040,because nobody was changed at all.  It seemed to make suckers out of a lot of guys.,s,sad
Ses04F_script01_3_M041,"I felt wrong to be alive, to open the new bank book, to drive the new car, to see the new refrigerator.",s,sad
Ses04F_script01_3_M042,I mean you can take those things out of war but,o,xxx
Ses04F_script01_3_M043,"when you drive the new car, you have to know that it came out of the love a man can have for a man.  You've got to be a little better because of that.",o,sad
Ses04F_script01_3_M044,Otherwise what you have is really just loot and there's blood on it.  I didn't want to take any of it.,o,sad
Ses04F_script01_3_M045,I guess that included you.,o,sad
Ses04F_script01_3_F026,And do you still feel that way?,q,xxx
Ses04F_script01_3_M046,"I want you now, Annie.",ans,xxx
Ses04F_script01_3_F027,"Because you mustn't feel that way anymore because you have a right to whatever you have, Chris, do you understand, everything",o,xxx
Ses04F_script01_3_F028,that includes me.  And your money there's nothing wrong in your money.  Your father put hundreds of planes in the air.,o,xxx
Ses04F_script01_3_F029,You should be proud.  A man should be paid for that.,o,xxx
Ses04F_script01_3_M047,"Annie, Annie I'm going to make a fortune for you.",o,hap
Ses04F_script01_3_F030,What'll I do with a fortune?,q,hap
Ses04F_script02_1_M000,What time is it?  They're supposed to run around midnight.  This is great isn't it?  Look at this night we've got here.  It couldn't be better.,q,hap
Ses04F_script02_1_M001,"Actually, I wanted to go a little farther up the coast, get away from the lights and the people, but I was afraid to miss it.  How you doing?",q,xxx
Ses04F_script02_1_F000,Fine.,ans,neu
Ses04F_script02_1_M002,"Is that, is that-that's just foam isn't it?  I can't even tell",s,exc
Ses04F_script02_1_M003,"although if you can't tell, it probably isn't them.  It will probably be unmistakable.  Don't you think?  How you doing?",q,xxx
Ses04F_script02_1_M004,"Oh, no you know what I did?  I forgot my flashlight.  How could I be so stupid I forgot my flashlight.",s,fru
Ses04F_script02_1_F001,What flashlight?,q,xxx
Ses04F_script02_1_M005,"The flashlight, the silver one.  There's only one isn't there?",ans,fru
Ses04F_script02_1_F003,It's ours.  It's mine too.,ans,xxx
Ses04F_script02_1_M007,Well sure.,ag,fru
Ses04F_script02_1_F004,You kept saying my flashlight as if it somehow is just yours.  How's that supposed to make me feel?,q,xxx
Ses04F_script02_1_M008,"No of course our flashlight, yours and mine, mi flashlight es su flashlight naturally.  How could we not think to bring it?",ans,fru
Ses04F_script02_1_M009,I hope the moon stays out.  I wonder do they always run during a full moon.  I can't remember if it was full last year.  Remember?,q,exc
Ses04F_script02_1_F005,Yes.,ans,xxx
Ses04F_script02_1_M010,"Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.",s,neu
Ses04F_script02_1_M011,"Ah, this is great, isn't it?  I didn't even think to bring a six-pack.  A six-pack would be just the ticket right about now.",s,hap
Ses04F_script02_1_M012,I can't believe I forgot.  I'm like a kid.  It's amazing I got out of the house with my fly zipped.,o,xxx
Ses04F_script02_1_M013,"Oh, I wonder if they can hear me talk or feel the vibrations in the sand when we move around?",q,xxx
Ses04F_script02_1_F006,I'm cold.,s,xxx
Ses04F_script02_1_M014,Do you want my jacket?,q,xxx
Ses04F_script02_1_F007,It's after eleven let's go home.,s,ang
Ses04F_script02_1_M015,Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home?,q,fru
Ses04F_script02_1_F008,There is no point in coming down here.,ans,ang
Ses04F_script02_1_M016,Right.,b,fru
Ses04F_script02_1_F009,That's my point.,s,fru
Ses04F_script02_1_M017,That's my point too.,ag,neu
Ses04F_script02_1_F010,So let's go home.,c,fru
Ses04F_script02_1_M018,"No, no, no.  That's not my point.  My point is is that there's no point in coming down here if we just leave.  Don't you want to see it?",q,fru
Ses04F_script02_1_F011,Not particularly.,ans,fru
Ses04F_script02_1_M019,Why not?,q,xxx
Ses04F_script02_1_F012,I just don't.  It's stupid.,ans,ang
Ses04F_script02_1_M020,Honey this is natural phenomenon.  I mean this only happens once a year.  This is a great opportunity.,s,fru
Ses04F_script02_1_M021,Think about the people in Kansas.  They'd have to get plane tickets and hotel reservations to come see this.  We're just forty minutes away.  It's too good to pass up.,s,exc
Ses04F_script02_1_F013,"Pass up what?  These little fish swim onto the beach, flop around, and then swim away and then they die.",s,ang
Ses04F_script02_1_M022,"Yeah but that moment on the beach is the highlight of their little lives.  All that flopping around is laying eggs or what do you, spawning or mating something like that.",s,fru
Ses04F_script02_1_M023,This is the big night for these guys.  Life's last orgy.,o,exc
Ses04F_script02_1_F014,What are you so excited about?  This isn't a moon landing we're talking about.  It's fish.  It's fish nobody even eats.,o,ang
Ses04F_script02_1_M024,"Yeah, they do.",dag,fru
Ses04F_script02_1_F015,"Oh, Augie.",b,fru
Ses04F_script02_1_M025,Okay but it's fish who do something none of the other fish do,s,fru
Ses04F_script02_1_M026,"like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs, like that.  There's mystery here and magic",s,exc
Ses04F_script02_1_M027,a little bit of the unexplainable.  I don't see how you cannot be interested.,o,fru
Ses04F_script02_1_F016,I'm just not.,s,ang
Ses04F_script02_1_M028,For real?,q,sur
Ses04F_script02_1_F017,Yes.,ans,ang
Ses04F_script02_1_M029,I don't get it.  The first time we came here to see it you said it was the best night of your life and last year I remember distinctly you were so excited to get here.  You stubbed your toe rushing me out the door and didn't even notice until we were in the car.,s,fru
Ses04F_script02_1_F018,Last year you will also remember our shoes got wet.  I got sand in my panties.  We got in a big fight over nothing.  You got a sore throat and we did not see the Grunions.,s,xxx
Ses04F_script02_1_M030,We weren't in a good spot.,o,fru
Ses04F_script02_1_F019,We didn't see them the first time either.,s,ang
Ses04F_script02_1_M031,We just weren't in a good spot.  This is a much better spot.,o,ang
Ses04F_script02_1_M032,"I've got good instincts for these things.  Look there. What's that.  Is that?  Is that, is that-no it's just seaweed isn't it.",q,exc
Ses04F_script02_1_M033,"Ah, man this is great.  I wouldn't miss this for anything.  I mean think about this.  I know you're not interested but just think about this for a minute.",c,exc
Ses04F_script02_1_M034,Out there someplace there's this huge mass of silver fish heading this way.  They don't know why.  We don't know why.  It wasn't a decision.  They didn't take a vote.,s,exc
Ses04F_script02_1_M035,No one sent them a map or an invitation.  Just some little instinctual time release firecracker went off in their little bodies and all as one. They turned and formed a line as long as the California coast and started swimming.,s,exc
Ses04F_script02_1_M036,They're swimming right now as if that's the only thing that matters.,s,exc
Ses04F_script02_1_M037,It's single mindedness with no mind.  Urgency that's pure urge.,o,exc
Ses04F_script02_1_M038,They don't know what drives them.  They don't give it a name or ask question.  They just turn as one and start the swim that brings them here to this place,s,exc
Ses04F_script02_1_M039,where we stand for massive celebration of sex and death.,s,exc
Ses04F_script02_1_M040,"Ah, I'm giving myself goose bumps.  All my hairs are popping up.",s,exc
Ses04F_script02_1_F020,That's the wind.,s,fru
Ses04F_script02_1_M041,Well so what do you think?,q,xxx
Ses04F_script02_1_F021,About what?,q,ang
Ses04F_script02_1_M042,What I said.,ans,xxx
Ses04F_script02_1_F022,It's ridiculous.,o,ang
Ses04F_script02_2_M000,"Well, so what do you think?",q,neu
Ses04F_script02_2_F000,About what?,q,xxx
Ses04F_script02_2_M001,What I said.,ans,xxx
Ses04F_script02_2_F001,It's ridiculous.,o,xxx
Ses04F_script02_2_M002,It certainly is not.  It's slightly exaggerated scientific fact.,dag,xxx
Ses04F_script02_2_F002,It's PR.  Somebody sold you a bill of goods that this wonderful event is going to take place on the beach.,o,ang
Ses04F_script02_2_M003,I'm not the only one.  Look at these people.,dag,xxx
Ses04F_script02_2_F003,"Well sure everybody's told the same story.  It keeps us all coming back for more.  It keeps us all excited, keeps us thinking that life is going to start any minute now if we can just find the right spot and get in on the action.",o,xxx
Ses04F_script02_2_M004,Are we talking about the same thing?,q,xxx
Ses04F_script02_2_F004,Well I'm sorry but it's still just fish to me.,ans,xxx
Ses04F_script02_2_M005,"Carla, can I ask you something?  Don't take this the wrong way but are you having your period?",q,xxx
Ses04F_script02_2_F005,Goddamn it Augie don't ask me that.  You always ask me that.  I hate it when you ask me that.  It's insulting.,ans,ang
Ses04F_script02_2_M006,Well then what's bugging you?,q,fru
Ses04F_script02_2_F006,We just have different ideas about what this evening is supposed to look like.,ans,ang
Ses04F_script02_2_M007,"There's nothing to it.  We come down here.  The grunions arrive.  They do their little fish business.  We go oh, ah look at the fish.  They go home.  We go home.",s,fru
Ses04F_script02_2_F007,"For heaven's sake, this is not about fish.",o,ang
Ses04F_script02_2_M008,Why not?,q,fru
Ses04F_script02_2_F008,We totally skipped. Right.,ans,neu
Ses04F_script02_2_M009,"There's nothing to it.  We come down here.  The grunions arrive.  They do the little fish business.  We go oh, ah look at the fish.  They go home.  We go home.",s,xxx
Ses04F_script02_2_F009,"For heaven's sake, grow up we are not going to see the Grunions.",o,ang
Ses04F_script02_2_M010,Why not?,q,fru
Ses04F_script02_2_F010,We never do.  Do we have we ever?,q,ang
Ses04F_script02_2_M011,We've missed them twice that's not ever.,ans,fru
Ses04F_script02_2_F011,Twice is every time we've tried that's ever.,s,ang
Ses04F_script02_2_M012,We'll see them this year.,o,fru
Ses04F_script02_2_F012,"No, we won't.  It's pointless.  It's like waiting up to see Santa Clause.",dag,xxx
Ses04F_script02_2_F013,"God I feel as though my entire life is going to be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up,",o,xxx
Ses04F_script02_2_F014,and the fish won't show up.,s,ang
Ses04F_script02_2_M013,I thought you wanted to see it.,o,fru
Ses04F_script02_2_F015,You don't understand anything I'm saying.,s,fru
Ses04F_script02_2_M014,"No, of course not.",dag,fru
Ses04F_script02_2_F016,I did want to see it.  I always do.  I keep thinking that this time will be the time but it never is.,o,fru
Ses04F_script02_2_M015,It's just a fish.  Nothing to get traumatized over.,o,fru
Ses04F_script02_2_F017,"For heaven's sake, this is not about fish.",s,xxx
Ses04F_script02_2_M016,I've been trying to work this backwards but I can't seem to pinpoint the moment when we took a turn for the worse.  You were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.,s,fru
Ses04F_script02_2_M017,Let's see I took a shower.  You watched the news.  You said the Grunions are running tonight. I said great let's go.  I feel lucky tonight.,s,xxx
Ses04F_script02_2_M018,"Okay.  Uh, so I'm putting on my jacket, putting out the animals.  We're getting the car out of the garage.",s,xxx
Ses04F_script02_2_F018,Do you remember the first time we came to see it?  It was about four years ago right after we got married.,s,xxx
Ses04F_script02_2_F019,We thought I was pregnant and we had a bottle of champagne but no glasses.  You asked me to dance.  So we took off our shoes,s,sad
Ses04F_script02_2_F020,"and you popped the cork and while we were dancing, you said the softest most intimate things to me",s,sad
Ses04F_script02_2_F021,right into my ear so that I could hear them as much as- so that I could feel them as much as hear them.,s,sad
Ses04F_script02_2_F022,"And I remember thinking this is it.  At last, at last I'm as happy as I'm supposed to be.",s,sad
Ses04F_script02_2_M019,Wait a minute.  I've got it.,c,neu
Ses04F_script02_2_F023,"Dancing barefoot in the sand, drinking champagne from the bottle.",s,sad
Ses04F_script02_2_M020,"It was in the car right.  Driving past the Knickerbocker Liquor Locker, you said let's get some champagne and I said times a wasting or something like that.  Right?",q,neu
Ses04F_script02_2_M021,"That's it, right?  You want this to be like the other time, right.  That's it.",ans,exc
Ses04F_script02_2_F024,I would rather not remember some things.  I would rather not hope for some things.,o,sad
Ses04F_script02_2_M022,Okay.  Right.  I got it.  Sure.  Of course.  Listen you want to dance?,q,xxx
Ses04F_script02_2_F025,No.,ans,neu
Ses04F_script02_2_M023,You want me to get some champagne?,q,neu
Ses04F_script02_2_F026,No.,ans,sad
Ses04F_script02_2_M024,Take off our shoes?,q,xxx
Ses04F_script02_2_F027,No.  No.,ans,fru
Ses04F_script02_2_M025,Well what?  Want me to breath in your ear?,q,fru
Ses04F_script02_2_F028,No.,ans,fru
Ses04F_script02_2_M026,Want to get married again?,q,fru
Ses04F_script02_2_F029,No.,ans,fru
Ses04F_script02_2_M027,What?  What do you want a divorce?,q,fru
Ses04F_script02_2_F030,No.,ans,fru
Ses04F_script02_2_M028,A vacation?,q,fru
Ses04F_script02_2_F031,No.,ans,ang
Ses04F_script02_2_M029,"A new carpet, a poodle, a backrub, ice cream, a suicide pact.  What?  What?  Carla what the hell do you want?",q,fru
Ses04F_script02_2_F032,I want something to turn out the way it's supposed to.,ans,xxx
Ses04F_script02_2_M030,Well welcome to the human race.  You think this is what I had in mind.,q,xxx
Ses04F_script02_2_M031,"Do you think that when I proposed, I had this great fantasy going that four years down the line we'd come to the beach and yell at each other over fish.",q,fru
Ses04F_script02_2_M032,Do you think that I knew that there'd be times when you'd look at me like I'm a used Kleenex and times I would look at you and think holy hell when's the next flight to Alaska.,q,fru
Ses04F_script02_2_M033,"No, no I'm just like you.  I thought it was going to be all peaches and roses and sand in our hair and wind in our",o,fru
Ses04F_script02_2_M034,"Sand in our toes and wind in our hair and the fish will always come and the bills will always pay themselves and ha, ha baby the jokes on us.  Because you know what you get,",o,fru
Ses04F_script02_2_M035,"you know what you get Carla, this.",s,xxx
Ses04F_script02_2_F033,"This what, what is this?  This isn't even anything.",s,ang
Ses04F_script02_2_M036,Yes it is.,dag,xxx
Ses04F_script02_2_F034,"Oh, right, sure this is standing on the beach.  This is waiting.  This is fighting.",o,ang
Ses04F_script02_2_M037,Right.,ag,xxx
Ses04F_script02_2_F035,But this isn't anything like I thought anything would be like.,o,xxx
Ses04F_script02_2_M038,"No, I know me either.",dag,xxx
Ses04F_script02_2_F036,"This is just this.  I mean it includes a lot in everything but it's just not, you know, something else.  Do you have any idea what I'm trying to say?",q,xxx
Ses04F_script02_2_M039,I'm doing the best I can.,ans,fru
Ses04F_script02_2_F037,"I know you are, Augie.  Really I do.  I know you wanted this to be special and nice and it's the full moon and the sand and all but I just couldn't help thinking about being somewhere else.",ag,sad
Ses04F_script02_2_M040,Maybe if you were with somebody else too.,o,sad
Ses04F_script02_2_F038,I didn't say that.,dag,fru
Ses04F_script02_2_M041,"No, I know but still.  I know I don't make you happy.",ag,sad
Ses04F_script02_2_F039,"For heaven's sake, whatever I'm doing I'd rather be doing it with you.",o,fru
Ses04F_script02_2_M042,Yeah?,q,sur
Ses04F_script02_2_F040,Well don't be ridiculous.  Don't you know that?  You're the one who probably wishes you were with somebody else,ans,fru
Ses04F_script02_2_F041,somebody who knew how to enjoy herself and didn't take everything so hard.,o,sad
Ses04F_script02_2_M043,"Actually now that you mention it, no I don't.",dag,neu
Ses04F_script02_2_F042,Okay.  Fine.  So we're in the wrong spot but we're with the right person.,o,xxx
Ses04F_script02_2_M044,I don't know.  It seemed like a good spot to me.,o,neu
Ses04F_script02_2_M045,I mean look at the view you've got of the moon from here.,s,xxx
Ses04F_script02_2_F043,"Yeah, I noticed that.  Looks pretty on the water doesn't it, big old white moon.",o,hap
Ses04F_script02_2_M046,Well look at what we got here.,s,exc
Ses04F_script02_2_F044,"Oh, Augie you brought refreshments.",s,hap
Ses04F_script02_2_M047,It's not champagne.,s,neu
Ses04F_script02_2_F045,Well then I guess we don't need glasses.,s,hap
Ses04F_script02_2_M048,You still cold?  Do you want to go home?,q,xxx
Ses04F_script02_2_F046,I'm beginning to think you might be right.  I think this may be the spot after all.  Augie I'm sorry.,ans,hap
Ses04F_script02_2_M049,"Shh.  If we're very quiet, the fish might come.",o,xxx
Ses04F_script02_2_F047,Or not.,o,xxx
Ses04F_script02_2_M050,Or not.,ag,xxx
Ses04F_script03_1_M001,I wonder.,ans,fea
Ses04F_script03_1_F001,Nobody knows we're here except Freda and she wouldn't ring up.,s,xxx
Ses04F_script03_1_M002,It must be them then.,s,fea
Ses04F_script03_1_F002,Well what are we going to do?,q,xxx
Ses04F_script03_1_M003,"We'll be alright, darling.  Whatever happens, aren't we?",s,xxx
Ses04F_script03_1_F003,Now and always sweet.,ag,xxx
Ses04F_script03_1_M004,I don't care then.,s,xxx
Ses04F_script03_1_F004,It was bound to come sooner or later.,s,xxx
Ses04F_script03_1_M005,Hello.  Hello.  What?  Wrong number.,s,xxx
Ses04F_script03_1_F005,Ahh.  It sent shivers up my spine.,s,exc
Ses04F_script03_1_M006,What shall we do if they suddenly walk in on us?,q,exc
Ses04F_script03_1_F006,Behave exquisitely.,ans,exc
Ses04F_script03_1_M007,With the most perfect poise.,s,exc
Ses04F_script03_1_F007,Certainly I shall probably do a court curtsy.,ag,exc
Ses04F_script03_1_M008,"Things that ought to matter dreadfully don't matter at all when one's happy, do they?",q,exc
Ses04F_script03_1_F008,What is so horrible is that one can't stay happy.,ans,xxx
Ses04F_script03_1_M009,"Don't say that, my darling.",c,neu
Ses04F_script03_1_F009,It's true the whole business is very poor joke.,o,exc
Ses04F_script03_1_M010,Meaning that sacred and beautiful thing love.,q,xxx
Ses04F_script03_1_F010,"Yes, meaning just that.",ans,xxx
Ses04F_script03_1_M011,What does it all mean?  That's what I asked myself in my ceaseless quest for ultimate truth.  Dear God what does it all mean?,q,xxx
Ses04F_script03_1_F011,Don't laugh at me.  I'm serious.,c,exc
Ses04F_script03_1_M012,"You mustn't be serious, my darling.  It's just what they want.",o,xxx
Ses04F_script03_1_F012,Who's they?,q,neu
Ses04F_script03_1_M013,All the futile moralists who try to make life unbearable.,ans,xxx
Ses04F_script03_1_M014,"Laugh at them, be flippant, laugh at everything, all their sacred shibboleths",o,xxx
Ses04F_script03_1_M015,flippancy brings out the acid in their damn sweetness and light.,o,xxx
Ses04F_script03_1_F013,"If I must laugh at everything, I must laugh at us too.",o,xxx
Ses04F_script03_1_M016,Certainly you must.  We are figures of fun alright.,ag,xxx
Ses04F_script03_1_F014,"Oh, how long will it last, this ludicrous, over-bearing love of ours?",q,exc
Ses04F_script03_1_M017,Well who knows?,ans,neu
Ses04F_script03_1_F015,We always want to bicker and fight.,o,xxx
Ses04F_script03_1_M018,No that fire will fade long with our passion.,dag,xxx
Ses04F_script03_1_F016,"Oh, dear shall we like that?",q,xxx
Ses04F_script03_1_M019,It all depends on how well we've played.,ans,xxx
Ses04F_script03_1_F017,What happens if one of us dies?  Does the one that's left still laugh?,q,neu
Ses04F_script03_1_M020,Yes.  Yes.  with all his might.,ans,xxx
Ses04F_script03_1_F018,"Well that's serious enough, isn't it?",q,xxx
Ses04F_script03_1_M021,"No, no it isn't.  Death is very laughable such a cunning little mystery.  All done with mirrors.",ans,xxx
Ses04F_script03_1_F019,"Darling, I believe you're talking nonsense.",o,xxx
Ses04F_script03_1_M022,So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.,o,xxx
Ses04F_script03_1_M023,Let's blow trumpets and squeakers and enjoy the party as much as we can like small quite idiotic little school children.,o,xxx
Ses04F_script03_1_M024,Let's savor the delight of the moment.  Come and kiss me darling before your body rots and worms pop in and out of your eye sockets.,o,xxx
Ses04F_script03_1_F020,"Elliott, worms don't pop.",s,xxx
Ses04F_script03_1_M025,"I don't mind what you do, see. you can paint yourself green all over",o,xxx
Ses04F_script03_1_M026,and dance naked in the place Place Vendome and rush away with all the men in the world and I shan't say a word as long as you love me best.,o,xxx
Ses04F_script03_1_F021,"Thank you, dear.  The same applies to you except that if I catch you so much as looking at another woman, I'll kill you.",o,exc
Ses04F_script03_1_M027,Do you remember that awful scene in Venice?,q,neu
Ses04F_script03_1_F022,Which particular one?,q,exc
Ses04F_script03_1_M028,The one where you bought that little painted wooden snake and put it on my bed.,ans,neu
Ses04F_script03_1_F023,"Oh, Charles.  That was his name.  Charles he did wriggle so beautifully.",s,exc
Ses04F_script03_1_M029,Horrible thing.  I hated it.,o,neu
Ses04F_script03_1_F024,"Yes, I know you did.  You threw him out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.",ag,exc
Ses04F_script03_1_M030,How long did that row last?,q,neu
Ses04F_script03_1_F025,It went on intermittently for days.,ans,xxx
Ses04F_script03_1_M031,The worst one was in Cannes when your curling irons burnt holes in my dressing gown.,s,neu
Ses04F_script03_1_F026,It burnt my comb too and all the towels in the bathroom.,s,exc
Ses04F_script03_1_M032,"Ah, we were much younger then.  That was a rouser wasn't it?",q,xxx
Ses04F_script03_1_F027,That was the first time you ever hit me.,ans,xxx
Ses04F_script03_1_M033,You didn't hit me- I didn't hit you very hard.,o,xxx
Ses04F_script03_1_F028,Then the manager came in and found us rolling about on the floor biting and scratching like panthers.,s,exc
Ses04F_script03_1_M034,I shall never forget his face.,s,xxx
Ses04F_script03_1_F029,"How ridiculous.  How utterly, utterly ridiculous.",o,exc
Ses04F_script03_1_M035,We were very much younger then.,s,xxx
Ses04F_script03_1_F030,And very much sillier.,o,exc
Ses04F_script03_1_M036,"As a matter of fact, the real cause of that row was Peter Burden.",s,xxx
Ses04F_script03_2_M000,"As a matter of fact, the real cause of that row was Peter Burden.",s,neu
Ses04F_script03_2_F000,"There was nothing in that, you know that.",dag,xxx
Ses04F_script03_2_M001,I knew nothing of the sort.  You took presents from him.,s,ang
Ses04F_script03_2_F001,Presents a trivial little broach.,s,xxx
Ses04F_script03_2_M002,I remember it well bristling with diamonds in the worst possible taste.,s,xxx
Ses04F_script03_2_F002,Not at all.  It was very pretty.  I still have it and I wear it often.,dag,xxx
Ses04F_script03_2_M003,You went out of your way to torture me over Peter Burden.,s,ang
Ses04F_script03_2_F003,I did not.  You made the whole thing up in your jealous imagination.,dag,xxx
Ses04F_script03_2_M004,"You must admit that he was in love with you, wasn't he?",q,xxx
Ses04F_script03_2_F004,"Just a little perhaps, nothing serious.",ans,xxx
Ses04F_script03_2_M005,You let him kiss you.  You said you did.,s,ang
Ses04F_script03_2_F005,What of it?,q,ang
Ses04F_script03_2_M006,What of it?,b,ang
Ses04F_script03_2_F006,It gave him a lot of pleasure and it didn't hurt me.,s,xxx
Ses04F_script03_2_M007,What about me?,q,ang
Ses04F_script03_2_F007,"If you hadn't been so nosey, you never would have known a thing about it.",ans,xxx
Ses04F_script03_2_M008,"That's a nice point of view, I must say.",o,ang
Ses04F_script03_2_F008,"Oh, dear.  I'm bored with this conversation.",o,fru
Ses04F_script03_2_M009,So am I.  Bored stiff.  Want some brandy?,q,xxx
Ses04F_script03_2_F009,No thanks.,ans,fru
Ses04F_script03_2_M010,"I'll have some myself, I think.",s,neu
Ses04F_script03_2_F010,I don't see why you want it.  You've already had two glasses.,s,xxx
Ses04F_script03_2_M011,No particular reason.  Anyway they were very small ones.,s,xxx
Ses04F_script03_2_F011,seems so silly to go on and on and on with such a thing.,o,xxx
Ses04F_script03_2_M012,You can hardly call three liquor glasses in the whole evening going on and on and on.,o,fru
Ses04F_script03_2_F012,It's become a habit with you.,o,ang
Ses04F_script03_2_M013,You needn't be so grand just because you don't happen to want any at the moment.,o,xxx
Ses04F_script03_2_F013,"Oh, don't be so stupid.",o,ang
Ses04F_script03_2_M014,"Really, Amanda.",dag,ang
Ses04F_script03_2_F014,What?,q,ang
Ses04F_script03_2_M015,Nothing.,ans,ang
Ses04F_script03_2_M016,"Going somewhere, my dear?",q,ang
Ses04F_script03_2_F015,Just making myself fascinating for you.,ans,fru
Ses04F_script03_2_M017,"Ah, that reply has broken my heart.",s,xxx
Ses04F_script03_2_F016,The woman's job is to allure the man.  Watch me a minute will you.,o,fru
Ses04F_script03_2_M018,"As a matter of fact, that's perfectly true.",ag,xxx
Ses04F_script03_2_F017,"Oh, no it isn't",dag,fru
Ses04F_script03_2_M019,"Yes, it is.",dag,xxx
Ses04F_script03_2_F018,"Oh, be quiet.",c,xxx
Ses04F_script03_2_M020,It's a pity you don't have anymore brandy.  It might have made you a little less disagreeable.,o,xxx
Ses04F_script03_2_F019,It doesn't seem to have worked such wonders with you.,o,ang
Ses04F_script03_2_M021,"Snap, snap, snap like a little adder.",o,fru
Ses04F_script03_2_F020,Adders don't snap they sting.,dag,ang
Ses04F_script03_2_M022,Non-sense they have bags of venom behind their fangs and they snap.,dag,xxx
Ses04F_script03_2_F021,They sting.,dag,ang
Ses04F_script03_2_M023,They snap.,dag,xxx
Ses04F_script03_2_F022,"I don't care, okay.  Do you understand?  I don't care.  I don't mind if they bark and roll about like hoops.",o,ang
Ses04F_script03_2_M024,Did you see much of Peter Burden after our divorce?,q,neu
Ses04F_script03_2_F023,"Yes, I did quite a lot.",ans,ang
Ses04F_script03_2_M025,I suppose you let him kiss you a good deal more then.,o,xxx
Ses04F_script03_2_F024,Mind your own business.,c,ang
Ses04F_script03_2_M026,"You must have had a riotous time.  No restraint at all, very enjoyable, you never had much anyhow.",o,xxx
Ses04F_script03_2_F025,You're quite insufferable.  I expect it's because you're drunk.,o,ang
Ses04F_script03_2_M027,I'm not in the least drunk.,dag,ang
Ses04F_script03_2_F026,You always had a weak head.,o,ang
Ses04F_script03_2_M028,I think I mentioned once before that I had three minute liquor glasses of brandy the whole evening long.  A child of two couldn't get drunk on that.,o,fru
Ses04F_script03_2_F027,"On, the contrary.  A child of two could get violently drunk on only one glass of brandy.",o,ang
Ses04F_script03_2_M029,Very interesting and how about a child of six and a child of four and a child of nine.,q,xxx
Ses04F_script03_2_F028,"Oh, shut up.",c,ang
Ses04F_script03_2_M030,"They'd get up a splendid little debate about that, you know.  Intemperate tots.",o,xxx
Ses04F_script03_2_F029,"Not very funny, dear.  You'd better have some more brandy.",o,ang
Ses04F_script03_2_M031,Very good idea.  I will.,ag,ang
