TURN,UTTERANCE,DA,EMOTION
Ses01F_script02_2_F042,"Hmm.  I noticed that, it's pretty. Big old white moon.",a,hap
Ses01F_script02_2_M043,[BREATHING],oth,neu
Ses01F_script02_2_M044,And look what I got here.,c,hap
Ses01F_script02_2_F043,"Augie, you bought refreshments.",s,hap
Ses01F_script02_2_M045,It's not champagne.,s,xxx
Ses01F_script02_2_F044,I guess we don't need glasses.,o,hap
Ses01F_script02_2_M046,[BREATHING],oth,hap
Ses01F_script02_2_M047,Do you want to go home?  Are you cold?,q,neu
Ses01F_script02_2_F045,I'm beginning to think this might be the right spot after all.,s,hap
Ses01F_script02_2_F046,"Augie, I'm sorry.",ap,sad
Ses01F_script02_2_M048,"Shh.  If we're very quiet, the fish might come.",o,neu
Ses01F_script02_2_F047,Or not.,o,neu
Ses01F_script02_2_M049,Or not.,ag,hap
Ses01F_script03_1_M000,Good God.,s,fea
Ses01F_script03_1_F000,Is it them?,q,fea
Ses01F_script03_1_M001,I wonder.,s,fea
Ses01F_script03_1_F001,Freda is the only one who knows we are here.  She wouldn't ring up.,o,fea
Ses01F_script03_1_M002,It must be them then.,o,fea
Ses01F_script03_1_F002,It had to happen sooner or later.  What are we going to do?,q,fea
Ses01F_script03_1_M003,[BREATHING],oth,fea
Ses01F_script03_1_M004,"We are okay, aren't we darling?",q,xxx
Ses01F_script03_1_F003,"Now and always, sweet.",ans,xxx
Ses01F_script03_1_M005,I don't care then.,s,exc
Ses01F_script03_1_F004,It had to happen sooner or later.,o,xxx
Ses01F_script03_1_M006,"Hello?  Hello?  I'm sorry, what's that?",g,xxx
Ses01F_script03_1_M007,No.  Wrong number. [LAUGHTER],s,hap
Ses01F_script03_1_F005,[LAUGHTER] That sent shivers up my spine.,s,hap
Ses01F_script03_1_M008,What shall we do if they suddenly walk in on us.[LAUGHTER],q,hap
Ses01F_script03_1_F006,We'll behave exquisitely.,ans,exc
Ses01F_script03_1_M009,With perfect poise.,s,hap
Ses01F_script03_1_F007,I think I shall do a curtsy.,o,exc
Ses01F_script03_1_M010,"It's strange; things that ought to matter dreadfully, they just don't matter at all when one's happy.  Do they?",o,hap
Ses01F_script03_1_F008,Hmm.  The pity is that one can't stay happy.,o,xxx
Ses01F_script03_1_M011,"Darling, don't say that.",c,xxx
Ses01F_script03_1_F009,It's true.  I think the whole thing's a cruel joke.,o,xxx
Ses01F_script03_1_M012,What?  This beautiful and sacred thing - love?,q,xxx
Ses01F_script03_1_F010,Yes.  Meaning just that.,ans,hap
Ses01F_script03_1_M013,"Well what does it all mean?  That's what I ask myself in my quest for ultimate truth.  Dear God, what does it all mean?",s,hap
Ses01F_script03_1_F011,Don't laugh at me.  I'm being serious.,c,hap
Ses01F_script03_1_M014,"Oh darling, you mustn't be serious.  It's just what they want.",o,xxx
Ses01F_script03_1_F012,Who's they?,q,exc
Ses01F_script03_1_M015,"All of those futile moralists who make life unbearable.  You have to laugh at them, be flippant.",ans,xxx
Ses01F_script03_1_M016,"You know, flippancy brings out the acid in their darned, light and sweetness.",o,xxx
Ses01F_script03_1_F013,"you know if I laugh at everything then I must laugh at us, too.",o,xxx
Ses01F_script03_1_M017,Oh of course.  We are figures of fun.  All right.,ag,xxx
Ses01F_script03_1_F014,"How long with it last, this ludicrous overbearing love of ours?",q,xxx
Ses01F_script03_1_M018,Who knows?,q,hap
Ses01F_script03_1_F015,Shall we always want to bicker and fight?,q,xxx
Ses01F_script03_1_M019,Oh no.  That fire will fade along with our passion.,ans,xxx
Ses01F_script03_1_F016,"Oh dear, should we like that?",q,xxx
Ses01F_script03_1_M020,Well it depends on how well we've played.,ans,xxx
Ses01F_script03_1_F017,What happens if one of us dies?  Does the other one still laugh?,q,xxx
Ses01F_script03_1_M021,Yes.  Yes with all of his might.,ans,exc
Ses01F_script03_1_F018,"Well that's serious enough, isn't it?",q,xxx
Ses01F_script03_1_M022,"No, no, no, no. no.  Death is a very laughable thing.  It's a cunning little mystery, it's all done with mirrors.",ans,xxx
Ses01F_script03_1_F019,I think you are talking nonsense.,o,xxx
Ses01F_script03_1_M023,"Oh.  So is everyone, in the long run.",s,xxx
Ses01F_script03_1_M024,"Let's be superficial, and just pity those poor philosophers, huh?  Let's blow trumpets and squeakers and enjoy the party for as long as we can, you know, like small, idiotic school children.",c,exc
Ses01F_script03_1_F020,[LAUGHTER],oth,hap
Ses01F_script03_1_M025,Oh Come and kiss me darling before your body rots and worms pop out of your eye sockets.,c,hap
Ses01F_script03_1_F021,"Oh Elliott, worms don't pop.",s,hap
Ses01F_script03_1_M026,"Oh See, I don't care what you do, see.  You can paint yourself green and run naked through the Place Vendome and run off with all of the men of the world.  I shan't say a word, just as long as you love me best.",o,hap
Ses01F_script03_1_F022,"Aw.  Thank you, darling.  The same applies to you too, except that if you so much as look at another woman I'll kill you.",s,hap
Ses01F_script03_1_M027,Do you remember that awful scene we had in Venice?,q,xxx
Ses01F_script03_1_F023,Which particular one?,q,xxx
Ses01F_script03_1_M028,The one where you put that tiny painted wooden snake in my bed.,ans,xxx
Ses01F_script03_1_F024,"Oh Charles, that was his name.  He did wiggle so beautifully.",s,exc
Ses01F_script03_1_M029,[GARBAGE],oth,xxx
Ses01F_script03_1_M030,It was a terrible thing.  I hated it.,o,dis
Ses01F_script03_1_F025,I know you did.  You threw him out the window into the Grand Canal.  I'll never forgive you for that.,s,xxx
Ses01F_script03_1_M031,How long did that row last?,q,xxx
Ses01F_script03_1_F026,It went on intermittently for days.,ans,xxx
Ses01F_script03_1_M032,Uh huh.,b,xxx
Ses01F_script03_1_M033,But the worst one was in Cannes when your curling irons burnt a hole in my new dressing gown.,s,xxx
Ses01F_script03_1_F027,"Oh And it burnt my comb, too, and all of those towels in the bathroom.",s,xxx
Ses01F_script03_1_M034,"That was a rouser, wasn't it?",q,hap
Ses01F_script03_1_F028,[LAUGHTER] That was the first time you hit me.,ans,xxx
Ses01F_script03_1_M035,I did not hit you very hard.,dag,xxx
Ses01F_script03_1_F029,"The manager came in, he found us rolling about the floor, biting and scratching like panthers. [LAUGHTER]  How utterly, utterly ridiculous.",s,hap
Ses01F_script03_1_M036,[LAUGHTER] I'll never forget his face. [LAUGHTER],s,hap
Ses01F_script03_1_M037,[LAUGHTER] We were very much younger then.,s,hap
Ses01F_script03_1_F030,[LAUGHTER] And very much sillier.,o,hap
Ses01F_script03_1_M038,However I believe the real cause of that row was Peter Burden.,o,xxx
Ses01F_script03_1_F031,Oh.  You knew there was nothing in that.,s,xxx
Ses01F_script03_2_M000,We were very much younger then.,s,xxx
Ses01F_script03_2_F000,And very much sillier.,o,hap
Ses01F_script03_2_M001,However I believe the real cause of that row was Peter Burden.,o,neu
Ses01F_script03_2_F001,Oh.  You knew there was nothing in that.,s,hap
Ses01F_script03_2_M002,I knew nothing of the sort.  You took presents from him.,s,neu
Ses01F_script03_2_F002,"Presents?  It was only a trivial, little brooch.",s,hap
Ses01F_script03_2_M003,"It was bristling with diamonds.  In the worst possible taste, too.",s,xxx
Ses01F_script03_2_F003,"It was not.  I still have it, and I wear it often.  It is very pretty.",dag,xxx
Ses01F_script03_2_M004,You went out of your way to torture me over Peter Burden.,o,neu
Ses01F_script03_2_F004,I did not.  You worked that whole thing up in your jealous imagination.,dag,neu
Ses01F_script03_2_M005,"Well, you let him kiss you, huh?  You said you did.",s,fru
Ses01F_script03_2_F005,"Well, what of it?",q,neu
Ses01F_script03_2_M006,What of it?,q,xxx
Ses01F_script03_2_F006,It gave him a lot of pleasure and it didn't hurt me.,ans,xxx
Ses01F_script03_2_M007,What about me?,q,ang
Ses01F_script03_2_F007,"If you hadn't been so suspicious and nosey, you never would have known a thing about it.",ans,xxx
Ses01F_script03_2_M008,"That's a nice point of view, I must say.",a,xxx
Ses01F_script03_2_F008,Oh dear.  I'm bored with this conversation.,o,fru
Ses01F_script03_2_M009,So am I.  I'm bored stiff. [GARBAGE]  Do you want some brandy?,q,fru
Ses01F_script03_2_F009,No.  Thank you.,ans,xxx
Ses01F_script03_2_M010,"I'll have a little, I think.",s,neu
Ses01F_script03_2_F010,"I don't know why you'd want any, you've already had three glasses.",o,xxx
Ses01F_script03_2_M011,"No particular reason.  Anyhow, they are very small ones.",s,neu
Ses01F_script03_2_F011,I just think it's silly to go on and on and on about such a thing.,o,xxx
Ses01F_script03_2_M012,"You can hardly call three glasses of liquor a whole evening long, going on and on and on.",o,fru
Ses01F_script03_2_F012,It's become a habit with you.,o,xxx
Ses01F_script03_2_M013,Oh.  Don't be so grand.  Just because you don't happen to want one at the moment.,o,fru
Ses01F_script03_2_F013,Don't be stupid.,c,ang
Ses01F_script03_2_M014,"Really, Amanda.",dag,ang
Ses01F_script03_2_F014,What?,q,ang
Ses01F_script03_2_M015,Nothing.,ans,fru
Ses01F_script03_2_M016,"you going out somewhere, dear?",q,neu
Ses01F_script03_2_F015,No.  I am just making myself fascinating for you.,ans,ang
Ses01F_script03_2_M017,That reply has broken my heart.,o,xxx
Ses01F_script03_2_F016,Oh.  It's a woman's duty to allure the man.,o,ang
Ses01F_script03_2_M018,"Well as a matter of fact, yes, that's perfectly true.",ag,neu
Ses01F_script03_2_F017,No it isn't.,dag,ang
Ses01F_script03_2_M019,Yes it is.,dag,neu
Ses01F_script03_2_F018,You shut up.,c,ang
Ses01F_script03_2_M020,"Oh really.  It's a pity you didn't have any brandy, it would have made you a little less disagreeable.",o,ang
Ses01F_script03_2_F019,It's funny it hasn't worked such wonders for you.,o,xxx
Ses01F_script03_2_M021,"Snap, snap, snap.  You know you are like a little adder.",o,ang
Ses01F_script03_2_F020,"Adders don't snap, they sting.",s,xxx
Ses01F_script03_2_M022,Nonsense.  They have a bag of venom behind their fangs and they snap. They snap.,dag,ang
Ses01F_script03_2_F021,They sting. I don't care.  Do you understand?  I don't care if they bark and they roll about like hoops.,o,ang
Ses01F_script03_2_M023,Did you see much of Peter Burden after our divorce?,q,ang
Ses01F_script03_2_F022,"Yes I did, quite a lot.",ans,ang
Ses01F_script03_2_M024,"And I suppose you let him kiss you a good deal more than, too. Yes.  I suppose you guys had a riotous time, huh?  All out, no restraint at all.  Well, you never really had much anyhow.",o,ang
Ses01F_script03_2_F023,Mind your own business.,c,ang
Ses01F_script03_2_F024,"You're quite insufferable, I expect it's because you are drunk.",o,ang
Ses01F_script03_2_M025,I think I am not in the least bit drunk.,o,ang
Ses01F_script03_2_F025,You've always had a weak head.,o,ang
Ses01F_script03_2_M026,I think I mentioned once before that I've had three minute liquor glasses the whole evening long.  A child of two cannot get drunk on that.,s,ang
Ses01F_script03_2_F026,"On the contrary, a child of two can get violently drunk on only one glass of brandy.",o,ang
Ses01F_script03_2_M027,"That's very interesting Amanda. How about a child of four?  Or a child of six?  Or a child of nine? We can get a good little conversation going on about this, you know, intemperate tots.",o,ang
Ses01F_script03_2_F027,Oh shut up.,c,ang
Ses01F_script03_2_F028,Shut up.,c,ang
Ses01F_script03_2_F029,"Not very funny, darling.  Why don't you have some more brandy.",o,ang
Ses01F_script03_2_M028,[LAUGHTER] That's a very good idea.  I think I will.,ag,xxx
Ses01F_script03_2_M029,"Look, you better turn that off. I don't want to wake up the people upstairs.",c,ang
Ses01F_script03_2_F030,Why?,q,neu
Ses01F_script03_2_F031,There are no people upstairs; it's a photographer's studio.,s,neu
Ses01F_script03_2_M030,Well then you'll wake up the people downstairs.,s,ang
Ses01F_script03_2_F032,They are away in Tunis.,s,neu
Ses01F_script03_2_M031,This is no time of year for Tunis.,o,neu
Ses01F_script03_2_F033,"Turn it on again, please.",c,xxx
Ses01F_script03_2_M032,I will do no such thing.,dag,ang
Ses01F_script03_2_F034,Fine if you insist on being boorish and idiotic.,o,ang
Ses01F_script03_2_M033,"Will you turn that off, it's driving me mad.",q,ang
Ses01F_script03_2_F035,"You are far too temperamental, try to control yourself.",o,ang
Ses01F_script03_2_M034,Turn it off.,c,ang
Ses01F_script03_2_F036,"I won't.  Let go, let go of me. Listen, listen?  I'm sick and tired of listening to you, you sadistic bully.",o,ang
Ses01F_script03_2_M035,"Amanda, listen, listen.",c,ang
Ses01F_script03_2_M036,Oh.  That's very amusing indeed.,o,ang
Ses01F_script03_2_F037,"Oh shut up.  Let go.  I hate you, I hate you.  Do you hear?  You are a conceited and overbearing and utterly impossible.",o,ang
Ses01F_script03_2_M037,"You are a vile, ill-tempered, loose living, wicked little beast and I never want to see you again as long as I live.",o,ang
Ses01F_script03_2_F038,This is the end.  Do you hear me?  Finally and forever.,o,ang
Ses01F_script03_2_M038,You're not going like this.,s,ang
Ses01F_script03_2_F039,Oh.  Yes I am.,ans,ang
Ses01F_script03_2_M039,You're not.,dag,ang
Ses01F_script03_2_F040,"Yes I am.   Stop it. Stop it.  Let go of me. Oh.  You're a cruel fiend.  I loathe and I hate you. Marry you again?  Never, never, never. I hope you die in torment, you brute beast cad.",o,ang
Ses01F_script03_2_M040,"Shut up. Shut up. God, I wouldn't marry you again if you came crawling back to me on a bended knee.  You are a vile, ill-tempered, mean little wench and I never want to see you again as long as I live.",o,ang
Ses01M_impro01_F000,Next.,c,ang
Ses01M_impro01_M000,"Yes, me. Okay, okay here we go.",s,fru
Ses01M_impro01_F001,My window is open.,s,ang
Ses01M_impro01_M001,"Okay, so filled out all these forms  --",s,fru
Ses01M_impro01_F002,This is... Your last- Your first name is Jones?,q,xxx
Ses01M_impro01_M002,and I have This form of ID here so...,s,fru
Ses01M_impro01_M003,"Yes, Jones.",ans,neu
Ses01M_impro01_F003,That's just strange I figured you filled in wrong sections.,o,xxx
Ses01M_impro01_M004,Well...,b,xxx
Ses01M_impro01_F004,What are you... what's...What are you applying for?,q,fru
Ses01M_impro01_M005,I'm just applying for another ID.,ans,fru
Ses01M_impro01_F005,Another ID?,q,xxx
Ses01M_impro01_M006,"Yes.  I'm supposed to have three forms of ID for this.  It's a long story, I'm supposed to have three forms of ID for this other job I really don't get into but I need another...",s,fru
Ses01M_impro01_F006,Fine.  So I need ID.,c,xxx
Ses01M_impro01_M007,"I have it right here, yes.",s,fru
Ses01M_impro01_F007,"No, I need your ID to give you a second ID.",s,ang
Ses01M_impro01_F008,It's really simple if you have a problem with it... Maybe you should--,s,ang
Ses01M_impro01_M008,But that's...,b,fru
Ses01M_impro01_M009,"That's why I'm here, that's why I was waiting in this line.  I need to get another form of ID.",s,fru
Ses01M_impro01_F009,"Well, do you have your passport?",q,xxx
Ses01M_impro01_M010,"No, I don't have a passport.",ans,neu
Ses01M_impro01_F010,You have a birth certificate?,q,fru
Ses01M_impro01_M011,"I don't where it is though, I don't have with me.  Can I get it from somewhere?  I mean...",q,fru
Ses01M_impro01_F011,What do you expect me to do?,q,ang
Ses01M_impro01_M012,I probably have to go wait another line to get my birth certificate don't I?,q,fru
Ses01M_impro01_F012,Probably.,ans,ang
Ses01M_impro01_M013,You're very helpful.  What's your name?,q,fru
Ses01M_impro01_F013,Joy.,ans,xxx
Ses01M_impro01_M014,"Hi, Joy.",g,xxx
Ses01M_impro01_F014,Hi.   You know...,g,xxx
Ses01M_impro01_M015,So can you help me or not?,q,fru
Ses01M_impro01_F015,I am..I don't..I don't understand what you want.  A driver's license or a California ID.,q,fru
Ses01M_impro01_M016,Okay. [BREATHING],b,fru
Ses01M_impro01_M017,I need California ID.,ans,fru
Ses01M_impro01_F016,Okay.,b,xxx
Ses01M_impro01_M018,On top of these other two forms of ID which I already have.,s,fru
Ses01M_impro01_F017,"What... well, do you have a driver's license?",q,xxx
Ses01M_impro01_M019,"No, I don't have driver's license.",ans,fru
Ses01M_impro01_F018,Then how am I supposed to give you a California ID?,q,xxx
Ses01M_impro01_M020,Did you even look at the form?  I filled it out all these questions--,s,ang
Ses01M_impro01_F019,Don't raise your voice with me.,c,ang
Ses01M_impro01_M021,Did you even look at the form?  I've already answered these question.,s,xxx
Ses01M_impro01_F020,Don't talk to me like I'm a child.,c,ang
Ses01M_impro01_M022,Okay.,ag,fru
Ses01M_impro01_F021,Do you know how long I've been working here? How long have you lived in California?,q,ang
Ses01M_impro01_M023,If it makes you stop acting like a child.,s,fru
Ses01M_impro01_M024,I have been to California my whole--,ans,xxx
Ses01M_impro01_F022,"Maybe you never been to the D.M.V. before, maybe you should get back in line.  You know what?  sit in line again and if you get my number ask for different one.",c,ang
Ses01M_impro01_M025,I am not...I'm not getting to back that line.,s,ang
Ses01M_impro01_M026,"Okay, okay let's keep our voices down, okay?  I didn't come here to get in yelling match.",o,fru
Ses01M_impro01_F023,I'm perfectly calm.,o,xxx
Ses01M_impro01_M027,"I did not come in here to get in a yelling match with you, all right?",o,fru
Ses01M_impro01_F024,Uh huh.  I didn't come here get in yelling match either.,o,neu
Ses01M_impro01_M028,Just try and help me.,c,fru
Ses01M_impro01_F025,They don't pay me enough to deal people like you.,s,neu
Ses01M_impro01_M029,"People like me, what is that supposed to mean?  You know, this is ridiculous.  Is there like a manager here, is there someone else that I can talk to?",q,xxx
Ses01M_impro01_F026,Why?,q,xxx
Ses01M_impro01_M030,Why?,q,ang
Ses01M_impro01_F027,Yeah.,b,xxx
Ses01M_impro01_F028,"So you're not going to send me a thank you card, is that a problem? Is your are not going...",q,xxx
Ses01M_impro01_M031,"Why, because I'm sick of talking to you.",ans,ang
Ses01M_impro01_M032,"Cause you're obviously not talking to me, you're just yelling at me, berating me and telling me I can't fill out forms right.",s,ang
Ses01M_impro01_F029,"Oh, dear. Oh, boo-foo-woo, foo-foo.",b,xxx
Ses01M_impro01_M033,"Oh, no honey. And you're going to miss the Christmas card too. It's a shame. It's going to be a good, nice picture.",o,fru
Ses01M_impro01_F030,Sit back down.,c,xxx
Ses01M_impro02_M000,"Hey, Joy come in here.",c,neu
Ses01M_impro02_F000,What's happening?,q,neu
Ses01M_impro02_M001,I have to go back.,ans,sad
Ses01M_impro02_M002,I just got a letter I have to go back.,s,sad
Ses01M_impro02_F001,When?,q,xxx
Ses01M_impro02_M003,First thing tomorrow morning.,ans,sad
Ses01M_impro02_F002,Are you kidding me?,q,sur
Ses01M_impro02_F003,How...,q,fru
Ses01M_impro02_M004,"I don't understand, I don't underst--",ans,xxx
Ses01M_impro02_F004,How can they do that?,q,fru
Ses01M_impro02_M005,They can do it.,ans,xxx
Ses01M_impro02_F005,They said you're home for at least four years.,s,fru
Ses01M_impro02_M006,"I guess they can do it,",o,fru
Ses01M_impro02_M007,"The National Guard is I guess really spread thin and then everyone has to go.  We all have to go back, my whole companies going back.",s,sad
Ses01M_impro02_F006,[BREATHING],oth,fru
Ses01M_impro02_F007,That's not fair.,o,fru
Ses01M_impro02_M008,I can't believe it. I just got back.,s,xxx
Ses01M_impro02_M009,"So yeah, we leave tomorrow...",s,sad
Ses01M_impro02_F008,[BREATHING],oth,fru
Ses01M_impro02_M010,...we're all shipping out.,s,sad
Ses01M_impro02_M011,I just got I feel like I'm in shock actually.,o,sad
Ses01M_impro02_F009,I don't even know what to tell you.,o,sad
Ses01M_impro02_M012,I don't know.,s,sad
Ses01M_impro02_F010,What about the birthday party?,q,sad
Ses01M_impro02_M013,I guess you're just going to have to have it without me.,ans,sad
Ses01M_impro02_M014,"Hey listen, it's going to be okay though, all right?",o,sad
Ses01M_impro02_M015,You're going to be fine.,o,sad
Ses01M_impro02_F011,Me?  I'm not worried about me.,s,xxx
Ses01M_impro02_M016,"I'm going to be fine too, okay?",o,sad
Ses01M_impro02_F012,How do you know?,q,xxx
Ses01M_impro02_M017,I know I have a good... I have a really good group of guys with me.,ans,sad
Ses01M_impro02_M018,We're going to be okay.,o,sad
Ses01M_impro02_F013,You're going with the same ones?,q,sad
Ses01M_impro02_M019,Do promise me you're going to take a lot of pictures.,c,sad
Ses01M_impro02_F014,"Always, I always do.",o,xxx
Ses01M_impro02_M020,I know.,ag,sad
Ses01M_impro02_F015,It's not the same though.,o,sad
Ses01M_impro02_M021,I just wish there was something I could do.,o,sad
Ses01M_impro02_F016,We could hide away.,o,xxx
Ses01M_impro02_M022,Run away?,q,sad
Ses01M_impro02_F017,Mm hmm.  We'll build a bunker and never come out.,s,sad
Ses01M_impro02_M023,"I really don't want to go, I don't want to go...",o,sad
Ses01M_impro02_F018,[LAUGHTER] Mmm.,b,xxx
Ses01M_impro02_M024,I'm scared.,o,xxx
Ses01M_impro02_F019,Don't say that.,c,sad
Ses01M_impro02_F020,I'll send you a letter every single day.,s,xxx
Ses01M_impro02_M025,I love you.,o,sad
Ses01M_impro02_F021,I love you too.,o,xxx
Ses01M_impro03_M000,The craziest thing just happened to me.,s,exc
Ses01M_impro03_F000,What?,q,xxx
Ses01M_impro03_M001,This girl; she just offered me fifty thousand dollars to marry her.,ans,exc
Ses01M_impro03_F001,[BREATHING],oth,sur
Ses01M_impro03_M002,Yeah.,b,xxx
Ses01M_impro03_F002,Why?,q,exc
Ses01M_impro03_M003,"Well, she's not a citizen so she wants to get a visa.",s,neu
Ses01M_impro03_F003,Is she on the run?,q,exc
Ses01M_impro03_M004,"No, no, no, no, no, no she just... she's not a citizen but she wants her visa, yeah. She's going to pay me fifty thousand dollars to marry her and stay married to her for two years.",s,exc
Ses01M_impro03_F004,"Oh, she just needs to marry you.",s,exc
Ses01M_impro03_F005,That's incredible. That's awesome. Where's she from?  Maybe you can get a dual citizenship.,q,exc
Ses01M_impro03_M005,That's like twenty five thousand dollar a year for doing nothing. Isn't that awesome?,q,exc
Ses01M_impro03_M006,"She's actually from England, I think.  Well she- she spoke English but she had an accent. I didn't even ask.",ans,neu
Ses01M_impro03_F006,That's so cool. Uh huh.,a,exc
Ses01M_impro03_F007,[LAUGHTER] Why did she pick you? Where were you?,q,exc
Ses01M_impro03_M007,"Fifty thousand dollars. Fifty thousand dollars. I was just out... I just... she's - well, she's a friend of friend but like...",ans,exc
Ses01M_impro03_F008,You were at a party? And she's like hey. You seem unattached she's like.,q,exc
Ses01M_impro03_M008,"Yeah.  Can you believe that? Yeah, she's like hey, I'm like sure I'll do it, I don't care. Yeah. I'm like fifty thousand dollars, I'd totally do it for fifty thousand dollars. But the only thing is that's kind of like illegal. So like I could go to jail probably for a long if I get caught, but...",ans,exc
Ses01M_impro03_F009,That's unbelievable... Yeah.,o,exc
Ses01M_impro03_F010,Well I've known people who have done this before. Yeah.  You just- it's really fun actually 'cause you have like a fake engagement party and all your friends come over and like...,s,exc
Ses01M_impro03_M009,Have you?,q,xxx
Ses01M_impro03_M010,It's like I'm really going to get married. We'll have like the whole thing.,s,exc
Ses01M_impro03_M011,"Oh, good. [LAUGHTER]",a,exc
Ses01M_impro03_F011,"Yeah. Yeah. And then yeah, and then you know like you could like you could do like like sock her for a lot of money",o,exc
Ses01M_impro03_M012,I know. What do you think I should-,q,exc
Ses01M_impro03_F012,"Like make her rent the apartment that you two have to live together in, you know. And you won't pay any rent or you pay like, a hundred bucks a month or something.",o,exc
Ses01M_impro03_M013,Oh good idea.,a,exc
Ses01M_impro03_M014,Yeah.  Make her like open the bank account and stuff too.,o,neu
Ses01M_impro03_F013,Yeah.,ag,exc
Ses01M_impro03_M015,It's a good idea.,a,exc
Ses01M_impro03_F014,"Dude, you lucked out.",o,exc
Ses01M_impro03_M016,I know.  Also I get to like plan the wedding now too. That will be fun.,ag,exc
Ses01M_impro03_F015,"Yeah.  My colors are blush and beige what is it, do you know?",q,exc
Ses01M_impro03_M017,"Something blue, something new, something... no I don't know. [LAUGHTER] So yeah, wonder if she's going to pay me up front but do you think it's bad though, do you think they're going to like track the money or something?",ans,exc
Ses01M_impro03_F016,Oh I don't know. [LAUGHTER],ans,exc
Ses01M_impro03_F017,I don't know get it in cash.,s,neu
Ses01M_impro03_M018,Just cash hardcore.,s,neu
Ses01M_impro03_F018,Yeah.,ag,neu
Ses01M_impro03_M019,What should we do?  Where should we get married? We should have party.,q,exc
Ses01M_impro03_F019,How exciting. You should have a wedding on the beach.,o,exc
Ses01M_impro03_M020,"Yeah, like a big like- A wedding on the beach, that would be nice.",a,exc
Ses01M_impro03_F020,"Yeah, at night.",s,exc
Ses01M_impro03_M021,And then we can honeymoon.  I want to go tropical though like Bahamas- --or like Tahiti or something. I just want to like beach and like drink.,o,neu
Ses01M_impro03_F021,"Oh yeah, absolutely, absolutely.",ag,neu
Ses01M_impro03_F022,How exciting.  You should make her bring all your friends too.,o,exc
Ses01M_impro03_M022,I'll make her pay for that.  I hear she's like totally wealthy. She's like royalty- --or something like and- --whatever like removed or something but yeah.,o,exc
Ses01M_impro03_F023,[GARBAGE] She's got to be loaded.  fifty thousand dollars.  That's incredible.,a,exc
Ses01M_impro03_F024,Incredible.,a,exc
Ses01M_impro03_M023,I'm going to marry a blue blood. [LAUGHTER],o,exc
Ses01M_impro03_F025,"you're a lucky, lucky, lucky man.",o,exc
Ses01M_impro03_M024,Will you help me plan?,q,exc
Ses01M_impro03_F026,"Oh, totally. Yeah.",ans,exc
Ses01M_impro03_M025,Good.,a,xxx
Ses01M_impro04_F000,You seem kind of down.,o,neu
Ses01M_impro04_M000,I'm just mad.,o,xxx
Ses01M_impro04_F001,How come?,q,xxx
Ses01M_impro04_M001,It's--I've been trying to find this job I can't get any job.,ans,fru
Ses01M_impro04_M002,It's not fair.,o,fru
Ses01M_impro04_F002,What do you mean?,q,neu
Ses01M_impro04_M003,"I mean I've been looking for a job for like three years and I can't get a job.  I mean like, it's America, right?  I should be able to get a job.",s,fru
Ses01M_impro04_F003,There's a lot of people looking for jobs.,s,neu
Ses01M_impro04_M004,"I guess.  But three years?  I mean, I like--I went to college even, I mean I didn't finish but I went for like a little bit.  It's not fair, I don't know.",s,fru
Ses01M_impro04_F004,"I don't know, I mean, I just don't think...",s,neu
Ses01M_impro04_M005,"I mean I've been sending out my resumes and doing everything I can do but nothing is happening.  You know, it's like I can't and I can't keep living on loans anymore like this.  I'm going to--I mean eventually I'm going to have to pay it back. I'm just kind of freaking out, I don't know.",s,fru
Ses01M_impro04_F005,Did you ever think it might be your attitude that's...,q,neu
Ses01M_impro04_M006,"What's my--like what do you mean ""my attitude""?",q,xxx
Ses01M_impro04_F006,"I don't know just sometimes you get kind of... No, I'm not saying that.  I just--",ans,neu
Ses01M_impro04_M007,Do I have an attitude problem?,q,xxx
Ses01M_impro04_M008,"No, well maybe it's because I'm like frustrated 'cause I can't get a job, you know.",ans,fru
Ses01M_impro04_F007,...has anyone ever just said anything like that to you before?,q,neu
Ses01M_impro04_M009,"Like it's really hard to like shake that off when you go into like audition a room or whatever, you know what I mean?",o,fru
Ses01M_impro04_F008,"Right, sure.",ag,neu
Ses01M_impro04_F009,"But I mean you kind of got to, you got to fake it 'til you feel it, right?",o,neu
Ses01M_impro04_M010,"I guess I just getting really hard to fake, you know.",o,fru
Ses01M_impro04_F010,I'm just saying that if I was looking to hire somebody in the--or kind of... No. No. No.,o,neu
Ses01M_impro04_M011,"Are you hiring? Wait, do you know of a job? Seriously, do you know, like do you know of anything though?  Like, oh please, do you know of anything?",q,fru
Ses01M_impro04_F011,No.  I'm just saying though that if I was a person who was hiring somebody I-- --would not hire someone who was angry or upset.,o,neu
Ses01M_impro04_M012,Yeah.,b,fru
Ses01M_impro04_M013,I come across angry?,q,fru
Ses01M_impro04_F012,No.,ans,neu
Ses01M_impro04_M014,What?,q,ang
Ses01M_impro04_F013,"Well, you know a little.  If you were to listen to--",ans,neu
Ses01M_impro04_M015,"Okay.  You're my friend you can tell me stuff.  You can tell me honestly stuff, okay?  Please.",c,fru
Ses01M_impro04_F014,I just don't want you to fly off the handle.,o,neu
Ses01M_impro04_M016,"Okay, I'm not flying off the handle I don't think I'm flying off the handle here at all.",ag,fru
Ses01M_impro04_F015,You kind of have a short fuse.,o,neu
Ses01M_impro04_M017,I have a short fuse?,q,fru
Ses01M_impro04_F016,Yeah.,ag,neu
Ses01M_impro04_M018,"Okay. Okay no, no, no, no okay no, I need to hear this more. Come on, bring it.",c,ang
