TURN,UTTERANCE,DA,EMOTION
Ses02F_script02_1_M038,"They don't know why, we don't know why.  Nobody sent them an invitation or a map, it wasn't a decision, just-",s,xxx
Ses02F_script02_1_M039,"all as one, this time release instinctual little firecracker went off and they all turned and formed a line as long as the California coast and started swimming.  And they're swimming right now as if that's all that matters.",s,exc
Ses02F_script02_1_M040,It's like single mindedness with no mind.  It's urgency that's pure urge.  They don't know what drives them.  They don't ask it a question or give it a name.,o,exc
Ses02F_script02_1_M041,"They just turn as one and start the swim that brings them right here to where we stand, for a massive celebration of sex and death.",s,exc
Ses02F_script02_1_M042,"Ah, God, I'm giving myself goose bumps.  Look, all my hairs are popped up.",s,exc
Ses02F_script02_1_F020,That's the wind.,s,xxx
Ses02F_script02_1_M043,"Well, so what do you think?",q,neu
Ses02F_script02_1_F021,About what?,q,neu
Ses02F_script02_1_M044,What I was saying.,ans,neu
Ses02F_script02_1_F022,It's ridiculous.,o,xxx
Ses02F_script02_2_M000,"Well, so what do you think?",q,exc
Ses02F_script02_2_F000,About what?,q,neu
Ses02F_script02_2_M001,What I was saying.,ans,neu
Ses02F_script02_2_F001,It's ridiculous.,o,fru
Ses02F_script02_2_M002,It certainly is not.  It's slightly exaggerated scientific fact.,dag,neu
Ses02F_script02_2_F002,It's PR.  Somebody sold you a bill of goods that this wonderful event is gonna take place on the beach.,o,xxx
Ses02F_script02_2_M003,"Well, I'm not the only one.  Look at all these people.",dag,neu
Ses02F_script02_2_F003,"Sure, everybody's told the same story.  It keeps us all excited.  It keeps us coming back for more.  It keeps us thinking that life is gonna start any second now if we could just find the right spot and get in on the action.",o,xxx
Ses02F_script02_2_M004,Are we talking about the same thing?,q,xxx
Ses02F_script02_2_F004,"Well, I'm sorry, but it's still just fish to me.",ans,xxx
Ses02F_script02_2_M005,"Carla, can I ask you something?  Don't take this wrong, but are you having your period?",q,neu
Ses02F_script02_2_F005,"God damn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting.",ans,ang
Ses02F_script02_2_M006,"Well, what's bugging you?",q,fru
Ses02F_script02_2_F006,We just have different ideas of what this evening is supposed to look like.,ans,ang
Ses02F_script02_2_M007,"There's nothing to it.  We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish.  They go home. We go home.",s,neu
Ses02F_script02_2_F007,"For heaven sake, we're not going to see the grunions.",o,fru
Ses02F_script02_2_M008,Why not?,q,fru
Ses02F_script02_2_F008,"We never do, do we?  I mean, have we ever?",q,fru
Ses02F_script02_2_M009,We've missed them twice.  That's not ever.,ans,neu
Ses02F_script02_2_F009,Twice is every time we've tried. That's ever.,s,fru
Ses02F_script02_2_M010,"Well, we'll see them this year.",o,neu
Ses02F_script02_2_F010,"No, we won't.  It's pointless.  It's like waiting up to see Santa Claus.",dag,fru
Ses02F_script02_2_F011,"I mean, I feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up.",o,ang
Ses02F_script02_2_M011,I thought you wanted to see it.,o,fru
Ses02F_script02_2_F012,You don't understand anything I'm saying.,s,fru
Ses02F_script02_2_M012,"No, of course not.",dag,fru
Ses02F_script02_2_F013,I did want to see it.  I always do.  I keep thinking that this is gonna be the time and it never is.,o,fru
Ses02F_script02_2_M013,It's just fish.  Nothing to get traumatized about.,o,neu
Ses02F_script02_2_F014,"For heaven sake, this isn't about fish.",s,xxx
Ses02F_script02_2_M014,"All right.  Look, I've been trying to work this backwards, but I cannot seem to figure out the exact moment that we took a turn for the worst.",s,fru
Ses02F_script02_2_M015,"I mean, you were-  you were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.  Let's see.  I took a shower.  You watched the news.",s,xxx
Ses02F_script02_2_M016,"You said, ""Hey the grunion are running tonight.""  I said, ""Great, let's go.  I feel lucky.""",s,neu
Ses02F_script02_2_M017,"Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--",s,neu
Ses02F_script02_2_F015,"Do you remember the first time we came to see it?  It was about four years ago, right after we got married.",s,sad
Ses02F_script02_2_F016,"I thought I was pregnant, you had a bottle of champagne, but no glasses.  You asked me to dance, so we kicked off our shoes and you popped the cork.",s,sad
Ses02F_script02_2_F017,"And while we were dancing, you said the softest, most intimate things to me right into my ear so that I could feel them as much as hear them.",s,sad
Ses02F_script02_2_F018,"And I remember thinking, this is it.  You know, at last--at last I am as happy as I am supposed to be.",s,sad
Ses02F_script02_2_M018,Wait a minute.  I've got it.,c,neu
Ses02F_script02_2_F019,"Just dancing barefoot in the sand, drinking champagne out of the bottle.",s,sad
Ses02F_script02_2_M019,"It was in the car, right?  Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?",q,neu
Ses02F_script02_2_M020,"Yeah, of course, I see it now.  You want this to be like that other time, right?  That's it, right?",q,neu
Ses02F_script02_2_F020,I'd rather not remember some things.  I would rather not hope for some things.,ans,sad
Ses02F_script02_2_M021,"Okay, yeah, sure, I see it now.  Listen, you wanna dance?",q,neu
Ses02F_script02_2_F021,No.,ans,sad
Ses02F_script02_2_M022,You want me to go get some champagne?,q,neu
Ses02F_script02_2_F022,No.,ans,sad
Ses02F_script02_2_M023,Take off our shoes?,q,neu
Ses02F_script02_2_F023,No. No.,ans,xxx
Ses02F_script02_2_M024,"Well, what?  You want me to breathe in your ear?",q,fru
Ses02F_script02_2_F024,No.,ans,sad
Ses02F_script02_2_M025,You wanna get married again?,q,fru
Ses02F_script02_2_F025,No.,ans,fru
Ses02F_script02_2_M026,What?  What?  You want a divorce?,q,fru
Ses02F_script02_2_F026,No.,ans,fru
Ses02F_script02_2_M027,A vacation?,q,fru
Ses02F_script02_2_F027,No.,ans,fru
Ses02F_script02_2_M028,"A new carpet?  A poodle?  Ice cream?  Back rub?  A suicide pact?  What?  What?  Carla, what the hell do you want?",q,fru
Ses02F_script02_2_F028,I want something to turn out the way that it's supposed to.,ans,xxx
Ses02F_script02_2_M029,"Well, welcome to the human race.  Do you think this is what I had in mind when I proposed?  That four years down the road, we'd be at the beach yelling at each other over fish?",q,ang
Ses02F_script02_2_M030,"No.  You think I knew that there'd be times when you'd look at me like a used Kleenex?  Or that I'd look at you and think, holy hell, when's the next flight to Alaska?",s,xxx
Ses02F_script02_2_M031,"No, Carla, I'm just like you.  I thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat rosy kids and ha, ha, baby, the joke's on us",o,sad
Ses02F_script02_2_M032,"cause you know what you get, Carla?  You know what you get?  This.",s,fru
Ses02F_script02_2_F029,This.  What?  What is this?  This isn't even anything.,s,xxx
Ses02F_script02_2_M033,"Yes, it is.",dag,neu
Ses02F_script02_2_F030,"Uh, right this is standing on the beach.  This is waiting.  This is fighting.",o,xxx
Ses02F_script02_2_M034,Right.,ag,neu
Ses02F_script02_2_F031,Well.  This isn't anything like I thought anything would be like.,o,sad
Ses02F_script02_2_M035,"I know, me neither.",ag,sad
Ses02F_script02_2_F032,"I mean, this is just this.  It includes a lot and everything, but it isn't something else.  Do you have any idea what I'm trying to say?",q,xxx
Ses02F_script02_2_M036,I'm doing the best I can.,ans,sad
Ses02F_script02_2_F033,"I know that, Augie.  Really, I do.",ag,sad
Ses02F_script02_2_F034,"I know that you meant this to be special and nice and the sand and the moon and all, but I just couldn't help thinking about being somewhere else.",o,sad
Ses02F_script02_2_M037,Maybe if you were with somebody else too.,o,sad
Ses02F_script02_2_F035,I didn't say that.,dag,sad
Ses02F_script02_2_M038,"No, I know.  But still.  I know I don't make you happy.",ag,sad
Ses02F_script02_2_F036,"Oh, for heaven sake, whatever I'm doing, I'd rather be doing it with you.",o,xxx
Ses02F_script02_2_M039,Yeah?,q,sur
Ses02F_script02_2_F037,"Oh, don't be ridiculous.  I mean, don't you know that?",q,xxx
Ses02F_script02_2_F038,You're the one who probably wishes you were with someone else.  Someone who--you'd rather enjoy yourself and didn't take everything so hard.,o,sad
Ses02F_script02_2_M040,"Well, now that you mention it.  No, I don't.",dag,xxx
Ses02F_script02_2_F039,"Okay.  Fine so.  We're in the wrong spot, but we're with the right person.",o,xxx
Ses02F_script02_2_M041,"I don't know.  It seemed like a pretty good spot to me.  I mean, look at the view you have of the moon from here.",o,hap
Ses02F_script02_2_F040,"Yeah, I noticed that.  Looks pretty, doesn't it?  Big ol' white moon.",o,xxx
Ses02F_script02_2_M042,"Well, look what we have here.",s,hap
Ses02F_script02_2_F041,"Augie, you brought refreshments.",s,hap
Ses02F_script02_2_M043,It's not champagne.,s,hap
Ses02F_script02_2_F042,"Well, then we don't need glasses.",s,hap
Ses02F_script02_2_M044,You still cold?  Do you wanna go home?,q,xxx
Ses02F_script02_2_F043,No.  I think you might be right.  Maybe this is the spot after all.,ans,hap
Ses02F_script02_2_F044,"Augie, I'm sorry.",ap,sad
Ses02F_script02_2_M045,Shh.  If we're very quiet the fish might come.,o,hap
Ses02F_script02_2_F045,Or not.,o,hap
Ses02F_script02_2_M046,Or not.,ag,hap
Ses02F_script03_1_M000,Good God.,s,xxx
Ses02F_script03_1_F000,Do you think it's them?,q,fea
Ses02F_script03_1_M001,I wonder.,ans,neu
Ses02F_script03_1_F001,"Well, nobody know we're here except Freda and she wouldn't ring up.",s,fea
Ses02F_script03_1_M002,"Must be them, then.",s,xxx
Ses02F_script03_1_F002,What're we gonna do?,q,fea
Ses02F_script03_1_M003,"We're all right, darling, aren't we?  Whatever happens.",s,xxx
Ses02F_script03_1_F003,"Now and always, sweet.",ag,xxx
Ses02F_script03_1_M004,I don't care then.,s,neu
Ses02F_script03_1_F004,It was bound to come sooner or later.,s,xxx
Ses02F_script03_1_M005,Hello?  Hello?  What?  Wrong number.,s,neu
Ses02F_script03_1_F005,"Ah, it send shivers up my spine.",s,exc
Ses02F_script03_1_M006,What do we do if they suddenly walk in on us?,q,xxx
Ses02F_script03_1_F006,Behave exquisitely.,ans,hap
Ses02F_script03_1_M007,With the most perfect poise?,q,neu
Ses02F_script03_1_F007,"Oh, of course.  I shall probably do a court curtsy.",ans,hap
Ses02F_script03_1_M008,Things that ought to matter dreadfully don't matter at all when one's happy.  Do they?,q,neu
Ses02F_script03_1_F008,What's so horrible is that one can't stay happy.,ans,hap
Ses02F_script03_1_M009,"Oh, darling, don't say that.",c,neu
Ses02F_script03_1_F009,It's true.  The whole business is a very poor joke.,o,hap
Ses02F_script03_1_M010,"Meaning that sacred and beautiful thing, love?",q,neu
Ses02F_script03_1_F010,"Yes, meaning just that.",ans,hap
Ses02F_script03_1_M011,"Oh, what does it all mean?  That's what I ask myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?",q,xxx
Ses02F_script03_1_F011,Don't laugh at me.  I'm serious.,c,xxx
Ses02F_script03_1_M012,"You mustn't be serious, my dear one.  That's just what they want.",o,neu
Ses02F_script03_1_F012,Who's they?,q,neu
Ses02F_script03_1_M013,All those futile moralists that try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything.  All their sacred shibboleths.,ans,neu
Ses02F_script03_1_M014,Flippancy brings out the acid in their damn sweetness and light.,o,neu
Ses02F_script03_1_F013,"If I laugh at everything, then I must laugh at us too.",o,neu
Ses02F_script03_1_M015,"Certainly, you must.  We're figures of fun, alright.",ag,neu
Ses02F_script03_1_F014,"Well how long will it last us, this ludicrous overbearing love of ours.",q,neu
Ses02F_script03_1_M016,Who knows.,ans,neu
Ses02F_script03_1_F015,"Well, shall we always want to bicker and fight?",q,neu
Ses02F_script03_1_M017,"No, that desire will fade.  Along with our passion.",ans,neu
Ses02F_script03_1_F016,"Oh, dear, shall we like that?",q,neu
Ses02F_script03_1_M018,Depends on how well we've played.,ans,neu
Ses02F_script03_1_F017,"Well, what happens if one of us dies?  I mean, does the one that's left still laugh?",q,neu
Ses02F_script03_1_M019,Yes.  Yes. With all his might.,ans,exc
Ses02F_script03_1_F018,"That's serious enough, isn't it?",q,xxx
Ses02F_script03_1_M020,"No. No, it isn't.  Death is very laughable.  Such a cunning little mystery.  All done with mirrors.",ans,exc
Ses02F_script03_1_F019,"Darling, I believe you're talking nonsense.",o,hap
Ses02F_script03_1_M021,So is everyone else in the long run.,o,neu
Ses02F_script03_1_M022,"Let's be superficial and pity the poor philosophers.  Let's blow our trumpets and squeakers and enjoy the party as much as we can.  Like quite idiotic, very small school children.  Let's savor the delight of the moment.",o,exc
Ses02F_script03_1_M023,"Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets.",o,exc
Ses02F_script03_1_F020,"Elliott, worms don't pop.",s,hap
Ses02F_script03_1_M024,"I don't care what you do.  See, you could paint yourself green and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word.  As long as you love me best.",o,neu
Ses02F_script03_1_F021,"Oh, thank you, dear.  The same applies to you except that if I catch so much as looking at another woman, I'll kill you.",o,hap
Ses02F_script03_1_M025,You remember that awful scene we had in Venice?,q,neu
Ses02F_script03_1_F022,Which particular one?,q,hap
Ses02F_script03_1_M026,The one when you bought that little painted wooden snake in the Piazza and put it on my bed.,ans,neu
Ses02F_script03_1_F023,Charles.  That was his name.  Charles.  He did wriggle so beautifully.,s,hap
Ses02F_script03_1_M027,"Ah, horrible thing.  I hated it.",o,xxx
Ses02F_script03_1_F024,"Yes, I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.",ag,hap
Ses02F_script03_1_M028,How long did that row last?,q,neu
Ses02F_script03_1_F025,It went in intermittently for days.,ans,hap
Ses02F_script03_1_M029,The worst one was in Cannes when your curling iron burnt a hole in my new dressing gown.,s,neu
Ses02F_script03_1_F026,It burned my comb too and all the towels in the bathroom.,s,hap
Ses02F_script03_1_M030,"That was a rouser, wasn't it?",q,xxx
Ses02F_script03_1_F027,That was the first time you ever hit me.,ans,neu
Ses02F_script03_1_M031,I didn't hit you very hard.,o,neu
Ses02F_script03_1_F028,"The manager came in and found us rolling around on the floor, biting and scratching like panthers.",s,hap
Ses02F_script03_1_M032,"Oh, I'll never forget his face.",s,exc
Ses02F_script03_1_F029,It was ridiculous.  Completely ridiculous.,o,exc
Ses02F_script03_1_M033,We were very much younger then.,s,neu
Ses02F_script03_1_F030,and very much sillier,o,xxx
Ses02F_script03_1_M034,"As a matter of fact, the real cause of that row was Peter Burden.",s,neu
Ses02F_script03_2_M001,I knew nothing of the sort.  You took presents from him.,s,neu
Ses02F_script03_2_F001,Presents?  Just a trivial little broach.,s,xxx
Ses02F_script03_2_M002,"Ah, yes, I remember it well.  Bristling with diamonds in the worst possible taste.",s,xxx
Ses02F_script03_2_F002,"No, it wasn't.  It was very pretty.  I still have it and I wear it often.",dag,xxx
Ses02F_script03_2_M003,You went out of your way to torture me over Peter Burden.,s,xxx
Ses02F_script03_2_F003,"No, I didn't.  You worked the whole thing up in your jealous imagination.",dag,xxx
Ses02F_script03_2_M004,"You must admit, he was in love with you, wasn't he?",q,xxx
Ses02F_script03_2_F004,"Just a little perhaps, nothing serious.",ans,xxx
Ses02F_script03_2_M005,You let him kiss you.  You said you did.,s,xxx
Ses02F_script03_2_F005,"Well, what of it?",q,xxx
Ses02F_script03_2_M006,What of it?,b,ang
Ses02F_script03_2_F006,It didn't hurt him at all and I enjoyed it.,s,xxx
Ses02F_script03_2_M007,"Well, what about me?",q,ang
Ses02F_script03_2_F007,"Well, if you hadn't been so suspicious and nosey, you never would have known a thing about it.",ans,neu
Ses02F_script03_2_M008,"Well, that's a nice point of view I must say.",o,xxx
Ses02F_script03_2_F008,I'm bored with this conversation.,o,xxx
Ses02F_script03_2_M009,"Me, too.  Bored stiff.  You want some brandy?",q,neu
Ses02F_script03_2_F009,"No, thanks.",ans,xxx
Ses02F_script03_2_M010,I think I'll have some.,s,xxx
Ses02F_script03_2_F010,Don't see why you want any.  You've already had two glasses.,s,xxx
Ses02F_script03_2_M011,No particular reason.  Anyhow they were very small ones.,s,neu
Ses02F_script03_2_F011,Just seems so silly to go on and on and on with such a thing.,o,neu
Ses02F_script03_2_M012,You can hardly call three liquor glasses in a whole evening going on and on and on.,o,fru
Ses02F_script03_2_F012,"Well, it's become a habit with you.",o,neu
Ses02F_script03_2_M013,"You needn't be so grand, just because you don't happen to want any yourself at the moment.",o,ang
Ses02F_script03_2_F013,Don't be so stupid.,o,ang
Ses02F_script03_2_M014,"Really, Amanda.",dag,xxx
Ses02F_script03_2_F014,What?,q,ang
Ses02F_script03_2_M015,Nothing.,ans,fru
Ses02F_script03_2_M016,Going out somewhere dear?,q,xxx
Ses02F_script03_2_F015,"No, just making myself fascinating for you.",ans,xxx
Ses02F_script03_2_M017,That reply has broken my heart.,s,xxx
Ses02F_script03_2_F016,"A woman's job is to allure the man.  Watch me a minute, will you?",o,exc
Ses02F_script03_2_M018,"As a matter of fact, that's perfectly true.",ag,xxx
Ses02F_script03_2_F017,"No, it isn't.",dag,fru
Ses02F_script03_2_M019,"Yes, it is.",dag,fru
Ses02F_script03_2_F018,"Oh, be quiet.",c,ang
Ses02F_script03_2_M020,"Ah, it's a pity you didn't have any more brandy.  It might have made you a little less disagreeable.",o,xxx
Ses02F_script03_2_F019,Doesn't seem to have worked such wonders with you.,o,fru
Ses02F_script03_2_M021,"Snap, snap, snap, like a little adder.",o,fru
Ses02F_script03_2_F020,"Adders don't snap, they sting.",dag,ang
Ses02F_script03_2_M022,Nonsense.  They have a little bag of venom behind their fangs and they snap.,dag,fru
Ses02F_script03_2_F021,They sting.,dag,xxx
Ses02F_script03_2_M023,They snap.,dag,fru
Ses02F_script03_2_F022,"I don't care, do you understand?  I don't care.  I don't care if they bark or roll about like hoops.",o,fru
Ses02F_script03_2_M024,Did you see much of Peter Burden after our divorce?,q,xxx
Ses02F_script03_2_F023,"Yes, I did.  Quite a lot.",ans,xxx
Ses02F_script03_2_M025,"Hmm, I imagine you let him kiss you a good deal more then.",o,xxx
Ses02F_script03_2_F024,Mind your own business.,c,fru
Ses02F_script03_2_M026,"Oh, must have had a riotous time. No restraint at all.  Very enjoyable and never had much anyhow.",o,xxx
Ses02F_script03_2_F025,You're quite insufferable,o,ang
Ses02F_script03_2_M027,I'm not in the least drunk.,dag,ang
Ses02F_script03_2_F027,You've always had a weak head.,o,xxx
Ses02F_script03_2_F028,"On the contrary, a child of two could get violently drunk on only one glass of brandy.",o,fru
Ses02F_script03_2_M029,"Oh, very interesting.  How about a child of four?  A child of six?  Or a child of nine?",q,fru
Ses02F_script03_2_F029,Shut up.,c,ang
Ses02F_script03_2_M030,"We could get a good debate going about this, don't you think?  Intemperate tots.",o,ang
Ses02F_script03_2_F030,"Not very funny, dear.  You'd better have some more brandy.",o,fru
Ses02F_script03_2_M031,All right.  I will.,ag,xxx
Ses02F_script03_2_M032,"You better turn that off, I think.",o,xxx
Ses02F_script03_2_F031,Why?,q,ang
Ses02F_script03_2_M033,Because it's late and it'll annoy the people upstairs.,ans,fru
Ses02F_script03_2_F032,There aren't any people upstairs.  It's a photographer's studio.,s,fru
Ses02F_script03_2_M034,There are people downstairs I suppose?,q,fru
Ses02F_script03_2_F033,They're away in Tunis.,ans,xxx
Ses02F_script03_2_M035,This is no time of the year for Tunis.,o,fru
Ses02F_script03_2_F034,"Turn it on again, please.",c,ang
Ses02F_script03_2_M036,I'll do no such thing.,dag,ang
Ses02F_script03_2_F035,"Very well, if you insist on being boorish and idiotic.",dag,ang
Ses02F_script03_2_M037,Turn it off.  It's driving me mad.,c,ang
Ses02F_script03_2_F036,You are far too temperamental.  Try to control yourself.,o,ang
Ses02F_script03_2_M038,Turn it off.,c,ang
Ses02F_script03_2_F037,Stop it.  Go away.  I hate you.,c,ang
Ses02F_script03_2_M039,"Amanda, listen. listen",c,ang
Ses02F_script03_2_F038,"Listen?  Listen, indeed.  I am sick and tired of listening to you, damn sadistic bully.",o,ang
Ses02F_script03_2_M040,"Very amusing, indeed.",dag,fru
Ses02F_script03_2_F039,"I hate you.  Stop it.  Stop it.  I hate you, do you hear?  You're conceited and overbearing and utterly impossible.",o,ang
Ses02F_script03_2_M041,"You're a vile, tempered, loose living, wicked little beast and I hope to never see you again as long as I live.",o,ang
Ses02F_script03_2_F040,This is the end.  Finally and forever.  Do you hear me?  The end.,s,ang
Ses02F_script03_2_M042,You're not going like this.,c,ang
Ses02F_script03_2_F041,"Oh Yes, I am.",dag,ang
Ses02F_script03_2_M043,You're not.,dag,ang
Ses02F_script03_2_F042,I am.  Let go of me.  You're a cruel fiend and I hate and loathe you.,o,ang
Ses02F_script03_2_M044,Shut up. Shut up.,c,ang
Ses02F_script03_2_M045,I wouldn't-- I wouldn't marry--,s,ang
Ses02F_script03_2_M046,I wouldn't marry you if you came in crawling on your knees,o,ang
Ses02F_script03_2_F043,Thank God I realized what you are-- I'd never marry you again ever in my life. You're a cruel fiend and I hate you. You're a beast. You're a beast--I hate you. Stop it.  Stop it.,o,ang
Ses02F_script03_2_M047,You're a evil vampire and I hope to God I never see you again as long as I live.,o,ang
Ses02M_impro01_M000,All right. Finally. Here you go.,s,fru
Ses02M_impro01_F000,"Hi, How can I help you?",g,neu
Ses02M_impro01_M001,"Yea. I just want to get this done,",s,neu
Ses02M_impro01_F001,"Sure, um",a,neu
Ses02M_impro01_M002,get my new license.,s,neu
Ses02M_impro01_F002,do you have two forms of ID with you?,q,neu
Ses02M_impro01_M003,"Um, no, I got my driver's license though.",ans,neu
Ses02M_impro01_F003,"I actually need two forms of ID. I need either a passport or a birth certificate, or social security card. I'm sorry.",s,neu
Ses02M_impro01_M004,"Uh, sorry, I forgot them. I mean I've got to -",ap,neu
Ses02M_impro01_F004,Well,b,neu
Ses02M_impro01_M005,well is the dri-driver's license going to work?,q,neu
Ses02M_impro01_F005,I- I can take your driver's license but I need another form of ID in order to process this paper work.,s,neu
Ses02M_impro01_M006,"Okay, so what are you saying? What-",q,fru
Ses02M_impro01_F006,"Um, that you would need to go home and get another form of ID and come back.",ans,neu
Ses02M_impro01_M007,"What? I- You telling me I waited in that huge line to go and sit down and get my number called, like after",s,ang
Ses02M_impro01_F007,"Well, I'm sorry sir but",ap,fru
Ses02M_impro01_M008,three hours and,s,ang
Ses02M_impro01_F008,you need to bring two forms of ID there is nothing we can do about it.,s,fru
Ses02M_impro01_M009,Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again?,q,ang
Ses02M_impro01_F009,"Well, it's actually-",s,fru
Ses02M_impro01_F010,"It's standard that you bring a couple of forms of ID, I'm sorry.",s,fru
Ses02M_impro01_M010,"It's standard? I mean I don't work at the D.M.V. how am I supposed to know that, like, I stand in line, I get my",q,ang
Ses02M_impro01_F011,"Well, I'm sorry, sir, but we're not responsible.",ap,fru
Ses02M_impro01_M011,"I filled out the application right, didn't I?",q,ang
Ses02M_impro01_F012,"Yes, you did, thank you very much, but we're not responsible if you've forgotten something, and we need to have two forms of ID.",ans,fru
Ses02M_impro01_M012,Okay. What about - no -- how about you hold that and I'll - I'll go and I can come back-,q,fru
Ses02M_impro01_F013,"I'm sorry, but there is a lot of people waiting so you're just going to have to get in line again.",ap,fru
Ses02M_impro01_M013,I've been waiting for three hours.,s,fru
Ses02M_impro01_F014,"It just happens to people all the time, I'm sorry sir, but I can't make an exception for you.",s,fru
Ses02M_impro01_M014,This is ridiculous. Come on,o,fru
Ses02M_impro01_F015,"I'm sorry, sir.",ap,neu
Ses02M_impro01_M015,"I cannot go back in that line. I've got stuff I need to do, I mean-",s,fru
Ses02M_impro01_F016,there is nothing I can do.,s,neu
Ses02M_impro01_M016,"But my driver's license - I had to have my birth certificate to get my driver's license in the first place right, I mean this - here is my driver's license so",s,xxx
Ses02M_impro01_F017,"I know sir, but we have to have two forms. There is nothing I can do about it, I'm sorry.",s,fru
Ses02M_impro01_M017,That doesn't make any sense. Why?,q,fru
Ses02M_impro01_F018,"I'm sorry, sir. There is nothing I can do.",ap,fru
Ses02M_impro01_M018,You- shouldn't you have like a sign or something maybe like up on the counter when you get the applica- maybe on the application,s,ang
Ses02M_impro01_F019,"Well, if you had checked the web site it would have said.",s,fru
Ses02M_impro01_F020,If you had checked the website it would have said that you needed two forms of identification.,s,fru
Ses02M_impro01_M019,"What web- I didn't go to a website - why would I need to - it's the D.M.V.. You come to the D.M.V., you wait in line for three hours, and then you go home.",s,ang
Ses02M_impro01_F021,"Well, maybe you should",o,fru
Ses02M_impro01_M020,I waited in line now I'm ready to get my stuff and then go home.,s,fru
Ses02M_impro01_F022,Right. So maybe you should go home now and get your paperwork and come back.,s,fru
Ses02M_impro01_F023,"I'm sorry sir but there's a lot of people waiting. So if you won't move out of the way, then I'm going to have to call security.",ap,fru
Ses02M_impro01_M021,"God, oh my-",b,fru
Ses02M_impro01_M022,This is ridiculous.,o,fru
Ses02M_impro01_F024,"I'm sorry, sir, it's not my choice.",ap,fru
Ses02M_impro02_F001,"I'm going to miss you too; I don't know what I'm going to do here without you. It's going to be so lonely, and so hard.",o,sad
Ses02M_impro02_F002,I don't want to be a single mom.,o,sad
Ses02M_impro02_M001,"You won't be. I'll be back; I'll be back before you know it. All right, and",dag,sad
Ses02M_impro02_F003,but,b,sad
Ses02M_impro02_M002,and,b,sad
Ses02M_impro02_F004,It's dangerous; I mean how can you make sure that you'll,o,sad
Ses02M_impro02_M003,"It's- It's dangerous anywhere, honey. I mean this is -this- I'm just going to go and we'll get it over with,",s,fru
Ses02M_impro02_M004,"I'll come back we'll have, you know, some good benefits from being in the service and then we'll live - we'll live a happy life, then the rest of us, like the three of us.",s,xxx
Ses02M_impro02_F005,I hope so.,o,sad
Ses02M_impro02_M005,A little family.,s,xxx
Ses02M_impro02_F006,I hope so.,o,sad
Ses02M_impro02_M006,You gotta,c,xxx
Ses02M_impro02_F007,It's going to be really rough.,o,sad
Ses02M_impro02_M007,"You gotta take care of our baby for me, alright?",s,sad
Ses02M_impro02_F008,I'll send you lots of pictures.,s,sad
Ses02M_impro02_M008,"I hope so, because I'm not going to be able to survive without all that. I don't know what I'm going to do.",o,sad
Ses02M_impro02_M009,I've never been - I've never been away from you for two weeks let alone a year.,s,sad
Ses02M_impro02_F009,"Well, just promise me that you going to be safe.",s,sad
Ses02M_impro02_F010,"I mean can't they put you in like, you know kitchen work or something where you won't get",q,sad
Ses02M_impro02_M010,"No, it doesn't work that way",ans,xxx
Ses02M_impro02_M011,"but, I mean, I'm going to do whatever I can and get back here as fast as I can.",o,xxx
Ses02M_impro02_F011,It doesn't make any sense; I don't know why we have to be at war in the first place.,o,fru
Ses02M_impro02_M012,"I know, but it's not our decision, I guess, you know, I mean",o,xxx
Ses02M_impro02_M013,there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country,s,sad
Ses02M_impro02_M014,"and it'll work out you know, go there and do that. Yeah, I'll be back",s,neu
Ses02M_impro02_F012,"Will you write me letters, paper ones?",q,sad
Ses02M_impro02_M015,"Yeah, of course. I don't know if we'll have computers or anything like that you know, so probably my only option then.",ans,xxx
Ses02M_impro02_M016,"Yeah, I'll write you every day 'cause you're the only thing that's going to be on my mind.",o,xxx
Ses02M_impro02_F013,"Our baby needs a dad; you can't leave. Okay, you can't disappear.",o,sad
Ses02M_impro02_M017,"Our baby has a dad, alright. Daddy is going to be back soon.",ag,sad
Ses02M_impro02_M018,"I want you to, you know, take lots of video; pictures and I can see you when I get back or while I'm there. I'm going to miss you.",s,sad
Ses02M_impro02_F014,I'll miss you too.,o,sad
Ses02M_impro03_M000,"Oh, you're never going to believe it.",o,exc
Ses02M_impro03_F000,What? What? You look really happy what's going on?,q,exc
Ses02M_impro03_M001,"Well, I finally did it",ans,exc
Ses02M_impro03_F001,Finally did what?,q,exc
Ses02M_impro03_M002,I-I asked her to marry me.,ans,xxx
Ses02M_impro03_F002,"You did? Oh, my Gosh, I'm so proud of you.",o,xxx
