TURN,UTTERANCE,DA,EMOTION
Ses03F_script02_2_F034,This what? What is this? This is nothing.,s,fru
Ses03F_script02_2_M031,"Yes, it is.",dag,fru
Ses03F_script02_2_F035,"No, it's not. It's standing on the beach waiting and fighting.",dag,ang
Ses03F_script02_2_M032,Right.,ag,fru
Ses03F_script02_2_F036,Things have never turned out anything the way that I thought they would be.,o,sad
Ses03F_script02_2_M033,"No, I know. Me neither.",ag,fru
Ses03F_script02_2_F037,"I mean, this is, this is everything, and it's a lot, but",o,xxx
Ses03F_script02_2_F038,it's not something else. Do you know what I'm trying to say?,q,sad
Ses03F_script02_2_M034,"Well, I'm doing the best I can.",ans,fru
Ses03F_script02_2_F039,"I know you are, Augie, and I know you wanted this evening to be nice, but I can't help thinking of being somewhere else.",ag,sad
Ses03F_script02_2_M035,"Yeah, maybe if you were with someone else too.",o,fru
Ses03F_script02_2_F040,I didn't say that.,dag,sad
Ses03F_script02_2_M036,"No, I know. But I know I don't make you happy.",ag,xxx
Ses03F_script02_2_F041,"Augie, anything I do I'd rather be doing with you.",o,fru
Ses03F_script02_2_M037,Yeah?,q,sur
Ses03F_script02_2_F042,"God, don't you know that? I mean, you're the one that probably wants to be with somebody else. Somebody that didn't take herself so seriously, could enjoy herself more.",ans,fru
Ses03F_script02_2_M038,"Actually now that you mention it, no, I don't.",dag,hap
Ses03F_script02_2_F043,"Well, I guess we're just in the wrong spart-spot with the right person.",o,hap
Ses03F_script02_2_M039,"Seemed like a pretty good spot to me. I mean, look at the view of the moon we've got from here.",o,hap
Ses03F_script02_2_F044,I noticed that. It's beautiful.,o,hap
Ses03F_script02_2_F045,You can see right over the water.,s,hap
Ses03F_script02_2_F046,"God, big old white moon.",o,xxx
Ses03F_script02_2_M040,Look what we got here.,s,hap
Ses03F_script02_2_F047,You brought refreshments?,s,xxx
Ses03F_script02_2_M041,It's not champagne.,s,hap
Ses03F_script02_2_F048,At least we won't need glasses.,s,hap
Ses03F_script02_2_M042,Are you still cold? Do you want to go home?,q,neu
Ses03F_script02_2_F049,So I was thinking you might be right.,ans,xxx
Ses03F_script02_2_F050,Maybe this is the right place after all.,o,hap
Ses03F_script02_2_F051,"I'm sorry, Augie.",ap,sad
Ses03F_script02_2_M043,Shh.,b,neu
Ses03F_script02_2_M044,If we're very quiet the fish might come.,o,hap
Ses03F_script02_2_F052,Or not.,o,xxx
Ses03F_script02_2_M045,Or not.,ag,hap
Ses03F_script03_1_M000,Oh.,b,xxx
Ses03F_script03_1_F000,[BREATHING],oth,neu
Ses03F_script03_1_M002,I wonder.,ans,xxx
Ses03F_script03_1_F002,"I mean, nobody knows we're here except for Freda and she wouldn't ring up.",s,fea
Ses03F_script03_1_M004,"We're all right, aren't we darling? Whatever happens.",s,neu
Ses03F_script03_1_F004,"Yes. Now and always, sweet.",ag,xxx
Ses03F_script03_1_M006,"Hello? Hello? What? Ugh, wrong number.",s,xxx
Ses03F_script03_1_F006,"[LAUGHTER] God, it sent shivers up my spine.",s,xxx
Ses03F_script03_1_M008,"Ooh darling, don't say that.",c,xxx
Ses03F_script03_1_M009,"You mean that sacred and beautiful thing, love?",q,xxx
Ses03F_script03_1_F009,Don't laugh at me. I'm serious.,c,exc
Ses03F_script03_1_M011,"[LAUGHTER]. You mustn't be serious, my dear one, that's what they want.",o,exc
Ses03F_script03_1_F011,"Well, if I laugh at everything I'm going to have to laugh at us too.",o,xxx
Ses03F_script03_1_M013,"Ooh, certainly you must. We're figures of fun, all right.",ag,exc
Ses03F_script03_1_F013,Shall we always want to bicker and fight?,q,xxx
Ses03F_script03_1_M015,No. The fire will fade along with our passion.,ans,xxx
Ses03F_script03_1_F015,"Well, what if happens if one of us is to die? Does the one that's left still laugh?",q,sad
Ses03F_script03_1_M017,"Yes, yes. Yes, he must with all his might.",ans,xxx
Ses03F_script03_1_F017,"Darling, I believe you're talking nonsense.",o,xxx
Ses03F_script03_1_M019,So is everyone else in the long run. Let's be superficial and pity the poor philosophers.,o,xxx
Ses03F_script03_1_M021,"I don't care what you do, see? As long-you can paint yourself bright green all over and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word as long as you love me best.",o,xxx
Ses03F_script03_1_F019,"Thank you, dear. The same applies to you. Except that if I ever so much as catch you looking at another woman I'll kill you.",o,exc
Ses03F_script03_1_M023,The one when you bought that little painted wooden snake in the Piazza and put it in my bed.,ans,xxx
Ses03F_script03_1_F021,Oh Charles. That was his name. Charles. He did wiggle so beautifully.,s,hap
Ses03F_script03_1_M025,How long did that row last?,q,xxx
Ses03F_script03_1_F023,It went on intermittently for days.,ans,xxx
Ses03F_script03_1_F025,yeah. And that was the first time you ever hit me.,ans,hap
Ses03F_script03_1_M027,"That was a rouser, wasn't it?",q,exc
Ses03F_script03_1_F027,I know. Oh man. Couldn't believe it.,ag,exc
Ses03F_script03_1_M029,"Oh, I will never forget his face. Ooh-rah [LAUGHTER].",s,xxx
Ses03F_script03_1_M031,"Oh, the real cause of that row was Peter Burden.",s,xxx
Ses03F_script03_2_M000,"As a matter of fact, the real cause of that row was Peter Burden.",s,ang
Ses03F_script03_2_F001,Presents? It was only a small trivial little broach.,s,xxx
Ses03F_script03_2_M003,You went out of your way to torture me over Peter Burden.,s,xxx
Ses03F_script03_2_F004,"Just a little perhaps, but it was nothing serious.",ag,neu
Ses03F_script03_2_M006,What of it?,b,xxx
Ses03F_script03_2_F006,"Oh come on, it gave him a lot of pleasure and it didn't harm me.",s,xxx
Ses03F_script03_2_M007,What about me?,q,ang
Ses03F_script03_2_F007,"Well, if you hadn't been so suspicious and nosey you'd have never known anything about it.",ans,xxx
Ses03F_script03_2_M009,Are you bored with this conversation?,q,neu
Ses03F_script03_2_F009,"I definitely, most definitely am.",ans,xxx
Ses03F_script03_2_M010,So am I. Bored stiff. Want some brandy?,q,neu
Ses03F_script03_2_F010,"No, thanks.",ans,xxx
Ses03F_script03_2_M012,"No particular reason. Anyhow, they were very small ones.",s,neu
Ses03F_script03_2_F012,I don't see what's the point of going on and on about something like this.,o,xxx
Ses03F_script03_2_M013,"Oh, my-you can hardly call three minute liquor glasses in the evening going on and on and on.",o,xxx
Ses03F_script03_2_F013,It's become a habit with you.,o,neu
Ses03F_script03_2_M015,"Really, Amanda.",dag,ang
Ses03F_script03_2_F015,What?,q,ang
Ses03F_script03_2_M016,Nothing.,ans,ang
Ses03F_script03_2_M017,"Going somewhere, dear?",q,ang
Ses03F_script03_2_F017,"It's a woman's job to allure the man. Watch me, won't you, a minute?",o,neu
Ses03F_script03_2_M019,"As a matter of fact, that's perfectly true.",ag,xxx
Ses03F_script03_2_F018,"No, it isn't.",dag,ang
Ses03F_script03_2_M020,"Yes, it is.",dag,ang
Ses03F_script03_2_F020,"Well, it didn't seem to do such wonders with you, now did it?",o,xxx
Ses03F_script03_2_M022,"Oh, snap, snap, snap, like a little adder.",o,xxx
Ses03F_script03_2_F021,"Adders don't snap, they sting.",dag,fru
Ses03F_script03_2_M023,"Yes, they do. They have a big bag of venom behind their fangs and they snap.",dag,xxx
Ses03F_script03_2_F023,"I don't care. I don't care, do you understand? I don't care if they bark, if they roll over on the floor like hoops.",o,ang
Ses03F_script03_2_M025,"Uhh,",b,xxx
Ses03F_script03_2_M026,did you see much of Peter Burden after our divorce?,q,ang
Ses03F_script03_2_F024,"Yes, I did, quite a lot actually.",ans,xxx
Ses03F_script03_2_M028,You had a riotous-must have had a riotous time. No restraint at all. Very enjoyable. You never had much anyhow.,o,ang
Ses03F_script03_2_F026,You are quite insufferable. I suppose it's because you're drunk.,o,ang
Ses03F_script03_2_M029,I'm not in the least bit drunk.,dag,ang
Ses03F_script03_2_F027,You've always had a weak head.,o,fru
Ses03F_script03_2_M031,"Oh, very interesting indeed. How about a child of four or a child of six or a child of nine. We might have a splendid little debate about this intemperate tots.",q,xxx
Ses03F_script03_2_F029,Do shut up. Shut up.,c,fru
Ses03F_script03_2_F030,I don't want to talk about this anymore.,o,fru
Ses03F_script03_2_M032,You better turn that off.,o,xxx
Ses03F_script03_2_F032,There aren't any people upstairs. It's a photographer's studio.,s,xxx
Ses03F_script03_2_M034,"Well, I suppose the people downstairs then.",q,ang
Ses03F_script03_2_F033,They're away in Tunis.,ans,xxx
Ses03F_script03_2_M035,This is no time of the year for Tunis.,o,neu
Ses03F_script03_2_F035,Turn it on.,c,ang
Ses03F_script03_2_M037,No.,dag,xxx
Ses03F_script03_2_F036,You've always had far too temperamental for yourself. You should try to control it.,o,xxx
Ses03F_script03_2_M038,Turn it off.,c,ang
Ses03F_script03_2_F038,"Listen, indeed. No, no, no, no. I am sick and tired of listening to you, you sadistic bully.",o,ang
Ses03F_script03_2_M040,Very amusing indeed.,dag,ang
Ses03F_script03_2_F039,"Stop it, stop it, I hate you, I loath you, you are overbearing and conceited and utterly impossible.",o,ang
Ses03F_script03_2_M041,"You know, you're a vile, ill-tempered, wicked little beast and I hope that I never see you again as long as I live.",o,ang
Ses03F_script03_2_F041,"Oh, yes I am.",dag,ang
Ses03F_script03_2_F042,"Yes I am. Let go of me. I hate you and I loath you. God, I can't believe I just finally realized how you are. I am never marry you. Never. Never, never, never. I would rather die in torment.",o,ang
Ses03F_script03_2_M043,"Oh, shut up. Shut up. Shut up.",c,ang
Ses03F_script03_2_M044,"I wouldn't marry you again if you came back crawling to me on your hands and knees because you're vile. You're a mean, evil-minded little vampire and I hope to God I never set eyes on you again.",o,ang
Ses03M_impro01_F000,Is that a demand sir?,q,neu
Ses03M_impro01_M001,It's not a demand it's a request.  Will you just take it?  Come on.,ans,fru
Ses03M_impro01_F001,I must see it before I just take it.,s,xxx
Ses03M_impro01_M002,Oh.  Look at it.,ag,xxx
Ses03M_impro01_F004,"No, no, no, no, no.  You're going to have to go back over on the other side-- --second door, up the stairs...",s,fru
Ses03M_impro01_M005,Okay.,b,fru
Ses03M_impro01_M006,Oh my God. Can you just transfer it yourself?,q,fru
Ses03M_impro01_F005,No I can't just transfer it myself sir.  You got to do this.  Everyone else is doing the same thing.,ans,fru
Ses03M_impro01_M007,You don't know! you can't write?  You don't know how to write?,q,fru
Ses03M_impro01_F007,I think you're being a little condescending.,o,fru
Ses03M_impro01_F008,You need to go back over there and fill it out again.,s,fru
Ses03M_impro01_M009,The information is on there.  Here I'll just fill it out right here.,s,fru
Ses03M_impro01_F009,"No, no, no, because there are other people in line.  You have to go get a complete new application.",dag,fru
Ses03M_impro01_M010,"This will take like a minute, okay? Jesus.",o,fru
Ses03M_impro01_F010,"No, no, no. Sir,you need to get out of the line--",dag,xxx
Ses03M_impro01_M012,"Hey,uh-- Well that's too bad cause I'm getting my license right now.",o,ang
Ses03M_impro01_F012,"You will get your license, sir, you have to go fill out-- --another copy...excuse me?",s,fru
Ses03M_impro01_M013,Give me my--,s,fru
Ses03M_impro01_M014,"Hey, no, give me that back.",c,ang
Ses03M_impro01_F013,No.  Now I'm going to take this from you because you are obviously misleading,dag,xxx
Ses03M_impro01_M015,-- No.  I'm not waiting...I'm not coming back again.  I don't have time to come back five days.,s,ang
Ses03M_impro01_M016,I'll have a license.,ans,fru
Ses03M_impro01_F016,Well not from this department you won't.,dag,fru
Ses03M_impro01_M017,Yes I will.  I'll have this [GARBAGE],dag,ang
Ses03M_impro01_F017,Sir-,b,fru
Ses03M_impro01_M018,just as I want.  Ugh.,o,fru
Ses03M_impro01_F018,Sir?  I'm going to ask you one more time and then I'm going to call my supervisor,s,fru
Ses03M_impro01_M020,and I'll tell her how you've been behaving.,o,fru
Ses03M_impro01_F020,Really?,q,fru
Ses03M_impro01_M021,How would you like that hmm?,q,fru
Ses03M_impro01_F021,"She's not actually in the building.  She's only on the phone. Sir, please leave this line immediately.",s,fru
Ses03M_impro01_M022,"Oh, okay.  Wow.",b,fru
Ses03M_impro01_M023,No.  I'm not going anywhere.  I'm staying here-- I am filling out right now okay just calm down. I'm filling out right now-- Just take the god damn piece of paper.,s,ang
Ses03M_impro01_M024,Okey This is a new one.  Take the new one.,s,xxx
Ses03M_impro01_M025,Do you own the D.M.V.?,q,xxx
Ses03M_impro01_M026,I'm sorry she's--these people they just want to get their license--,o,fru
Ses03M_impro01_F024,"No, You cannot get your license.  You filled out the wrong part of the form.",s,fru
Ses03M_impro01_M027,What are you talking about?  Just transfer it over.  I filled out the new one.,c,xxx
Ses03M_impro01_F025,"This entire time you're fighting with me sir, you could've finished the form and already been half way-- No.  Get out.",o,ang
Ses03M_impro02_M000,Hey sweetie.,g,sad
Ses03M_impro02_M001,Hey.,g,sad
Ses03M_impro02_F000,Um.,b,hap
Ses03M_impro02_F001,"How's it- going?  Oh I'm so tired.  Oh, I just woke up. Mmm.",s,xxx
Ses03M_impro02_F002,What's going on?,q,xxx
Ses03M_impro02_M002,"Uh, -Um",b,sad
Ses03M_impro02_F005,Next week?,q,sur
Ses03M_impro02_F006,Overseas?,q,xxx
Ses03M_impro02_M005,For--,b,sad
Ses03M_impro02_F007,For how long this time?,q,xxx
Ses03M_impro02_M006,They said anywhere from two to three years.,ans,sad
Ses03M_impro02_F008,What?  What do you mean two to three years?  Don't they know that you have a wife and an expectant child?,q,xxx
Ses03M_impro02_M009,"I don't want to go but,-",s,fru
Ses03M_impro02_F011,I don't care about the money.,o,fru
Ses03M_impro02_M010,but they said they'd increase my pay by triple-there promotion.,s,fru
Ses03M_impro02_F012,And you're leaving next week so you won't even be here for Anna's birth?,s,xxx
Ses03M_impro02_M011,No.,ag,sad
Ses03M_impro02_F013,Do this whole thing by myself?,s,sad
Ses03M_impro02_F015,It's not the same thing.  It's not like having you here.,o,sad
Ses03M_impro02_F016,I can't do this.,s,sad
Ses03M_impro02_M015,"You can do it.  Alright?  You can, you can be strong, you can be strong for both of us alright?",dag,neu
Ses03M_impro02_F017,I'm sick of being strong-- --for us.,o,sad
Ses03M_impro02_M016,I don't know what to do.,s,sad
Ses03M_impro02_M017,I don't want to - I don't- I don't want to go.,s,fru
Ses03M_impro02_M020,The last guy who said no was fired.,s,fru
Ses03M_impro02_M021,I put in fifteen years in this job.,s,fru
Ses03M_impro02_F020,I know.,ag,fru
Ses03M_impro02_M022,I'm so close.  Five more years and I retire-,o,fru
Ses03M_impro02_M023,and we'll have that happy life.,o,fru
Ses03M_impro02_F021,Happiness for me is having you here with me,o,xxx
Ses03M_impro02_M026,maybe get some vacation-- --once it quiets down there.,o,sad
Ses03M_impro02_F024,A whole year? --We're not talking about like a couple months here.  I mean this is a whole year.,s,sad
Ses03M_impro02_M027,I know.  I know.  But they really need some good guys there.,ag,sad
Ses03M_impro02_F025,What could happen in a year?,q,sad
Ses03M_impro02_F026,And this isn't the first time you know?  I mean you always...sending you off to different places and...,s,sad
Ses03M_impro02_M028,Well that's the kind of work I'm in honey.,s,sad
Ses03M_impro02_M030,You tell her-- [BREATHING],s,sad
Ses03M_impro02_F030,I'm done.  I can't honey.,s,sad
Ses03M_impro02_M031,What do you mean?,q,sad
Ses03M_impro02_F031,It's over.,s,sad
Ses03M_impro02_M032,What?,q,sur
Ses03M_impro02_F032,Honey I can't do it anymore.,ans,sad
Ses03M_impro02_M035,What am I going to do?,q,fru
Ses03M_impro02_F035,"Priorities honey, priorities.",o,fru
Ses03M_impro02_M036,I want to--what am I going to do if I leave this job?,q,fru
Ses03M_impro02_F036,You're smart.  You could go back to school--,ans,fru
Ses03M_impro02_F037,finish your Master's that you were started never finished.,o,fru
Ses03M_impro02_M037,Fine.  I'll see if I can talk to them.,ag,fru
Ses03M_impro03_M002,[LAUGHTER] Guess who just got hitched?,q,exc
Ses03M_impro03_F002,Shut up. Oh my God.  Really? Just like that?  You just asked the question and what...how did you ask?,q,sur
Ses03M_impro03_M003,This guy. Yeah.  Can you believe it? She said yes too. Yeah.  She said yes.,s,exc
Ses03M_impro03_M004,Okay we were at Chuck E. Cheese.,ans,exc
Ses03M_impro03_F003,"Chuck E. Cheese?  Ah, man that is so lame.",o,exc
Ses03M_impro03_F004,Are you serious [GARBAGE] man?,q,exc
Ses03M_impro03_M006,American Pie? Ah.,q,xxx
Ses03M_impro03_F006,"oh, I don't remember.  Everybody Says I Love You with Drew Barrymore...no you haven't seen it?  Okay.",s,exc
Ses03M_impro03_M008,"Barry what's this?  And I go, I don't know.  She goes--",s,xxx
Ses03M_impro03_F008,She calls you Barry?,q,xxx
Ses03M_impro03_M009,That's my name.,ans,xxx
Ses03M_impro03_F009,"Oh, okay.  Well I call you Joe cause you're middle name Joseph.",s,xxx
Ses03M_impro03_M010,"Barry Joe, B.J. [LAUGHTER] Oh you dirty, dirty girl. you're so dirty.",o,xxx
Ses03M_impro03_F010,[LAUGHTER] So nasty. No you... dirty me?,q,exc
Ses03M_impro03_M012,Sara and I--,s,hap
Ses03M_impro03_F012,She actually asked if it was real?  I would've probably asked the same thing considering you were in Chuck E. Cheese.,o,hap
Ses03M_impro03_F014,"Oh, man. How old are you? Five?",q,xxx
Ses03M_impro03_M014,She wanted...she always wants something spontaneous.,s,hap
Ses03M_impro03_F015,"Yeah.  That's, you know, okay.",ag,neu
Ses03M_impro03_M015,"I couldn't, I couldn't afford the Red Lobster. [LAUGHTER] What anyway?",s,hap
Ses03M_impro03_F016,"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor.  I mean your dad makes... okey",o,hap
Ses03M_impro03_M016,So Okay then and.,b,hap
Ses03M_impro03_F017,You had the mouse?,q,hap
Ses03M_impro03_F018,Isn't it a rat?  It's a rat.  Chuck E. Cheese?,s,neu
Ses03M_impro03_F019,Okay. [LAUGHTER],ag,xxx
Ses03M_impro03_M021,"You're my guiding light, then they put on that song the I've had the time of my life, that song.",s,hap
Ses03M_impro03_F020,Oh my God.,b,xxx
Ses03M_impro03_F021,"Okay, that is really cheesy Joe.",o,hap
Ses03M_impro03_M022,"And I go, I want to spend the rest of my life with you.",s,xxx
Ses03M_impro03_F022,Oh that's kind of sweet.,o,hap
Ses03M_impro03_F024,"You marry me. I man I Jane, you Tarzan.",o,exc
Ses03M_impro03_M024,"No. Well that's what I said, spur of the moment--and she goes, she goes,",s,xxx
Ses03M_impro03_F026,Sure?  Who says sure?  You say yes...I don't like--,o,hap
Ses03M_impro03_M026,"Yeah, she goes--",s,xxx
Ses03M_impro03_M027,Cause she was a little confused at first but then she said yes.,s,xxx
Ses03M_impro03_F027,How long have you guys been going out?,q,hap
Ses03M_impro03_M028,About two and a half weeks.,ans,neu
Ses03M_impro03_F028,What?,q,sur
Ses03M_impro03_F030,Okay.  I haven't seen you in about two and a half years and I come back and you're getting engaged to somebody you only knew for,s,sur
Ses03M_impro03_M030,"You got to meet her, she's wonderful.",o,hap
Ses03M_impro03_F032,What? Oh my god.,q,xxx
Ses03M_impro03_F033,She must be hot.,o,hap
Ses03M_impro03_F034,"Yeah, that's it.  She's hot and you are- getting married.",o,xxx
Ses03M_impro03_M032,"Yeah, she is good-looking.",ag,hap
Ses03M_impro03_F035,I cannot believe you.  Why do you want to get married?  You're a boy.  You're a little boy.,o,xxx
Ses03M_impro03_M033,I'm twenty eight years old.,s,neu
Ses03M_impro03_F037,Oh man.,b,xxx
Ses03M_impro03_F038,What?  Eighteen?,q,xxx
Ses03M_impro03_M036,She just...she just...we're in a good position too.  She just got promoted to assistant manager at Jack In The Box,s,xxx
Ses03M_impro03_M037,-and so... yeah.,b,xxx
Ses03M_impro03_F040,Wow. Very promising.  Yeah.  Very promising future and what are you doing?,q,xxx
Ses03M_impro03_M038,I'm still working at my parents' restaurant. Busing tables.,ans,neu
Ses03M_impro03_F041,Alright. Yeah.  Have a kid.  Make a beautiful life.,ag,xxx
Ses03M_impro03_M039,Oh that's great. My mom said we can move in with her again if we run out of money.,s,hap
Ses03M_impro04_F000,What's going on man?  What's wrong?,q,xxx
Ses03M_impro04_M000,I'm just so tired all the time.,ans,sad
Ses03M_impro04_F001,"Well have you been trying to get a job, look for a job or...?",q,neu
Ses03M_impro04_M001,I've been looking for like eight months.,ans,fru
Ses03M_impro04_F002,I know.  It- It's really tough out there.  It's really hard to find a job.,ag,fru
Ses03M_impro04_M002,"I'm tired of the same excuses.  No, no you're not qualified enough, wish you had more education.",o,fru
Ses03M_impro04_F003,Well what are you looking for?  I mean--,q,neu
Ses03M_impro04_M003,Last time someone told me I was too qualified.,s,xxx
Ses03M_impro04_F004,"Well, okay. Well that's--",b,neu
Ses03M_impro04_M004,Cause I went to Harvard.,s,ang
Ses03M_impro04_M006,You know what?  I've been working at temp jobs for the past six months.  You know how degrading it is?,q,fru
Ses03M_impro04_F007,Yeah.,ans,sad
Ses03M_impro04_M007,To be a receptionist?  Oh I spent forty thousand dollar a year for my college degree and I'm a receptionist.  God.,s,xxx
Ses03M_impro04_F008,Yeah.,ag,sad
Ses03M_impro04_M008,I'm smarter than half the people I work for.,o,ang
Ses03M_impro04_F009,"Well, what do you...what would ideally like to do, you know?",q,xxx
Ses03M_impro04_M009,I don't know astronaut?  I don't know something crazy like that.,ans,fru
Ses03M_impro04_F010,Well what'd you major in?,q,exc
Ses03M_impro04_M010,Biomedical Engineering.,ans,fru
Ses03M_impro04_F011,"You-You can't be working as a restaurant manager, I mean, come on.",o,xxx
Ses03M_impro04_F013,"You know if you need any help finding a place I can, I can talk to my work you know I work at that law firm downtown and I can ask if they're looking for anybody.",o,xxx
Ses03M_impro04_M014,Oh yeah?  What kind of jobs they got?,q,neu
Ses03M_impro04_F014,I am...just like a law clerk.,ans,neu
Ses03M_impro04_M015,I don't want to be a law clerk.,s,dis
Ses03M_impro04_FXX1,Yeah.,b,-
Ses03M_impro04_F015,"Well, I'm moving up.  I mean it could be...",s,neu
Ses03M_impro04_M016,"To be a lawyer?  You go to law school now?  God this is, all these dead ends.",o,fru
Ses03M_impro04_M017,And plus my car is breaking down-,s,fru
Ses03M_impro04_M018,-they're evicting me from my apartment.,s,fru
Ses03M_impro04_F016,"Well it doesn't make any sense though.  Like, with a Harvard degree you should be able to--",o,xxx
Ses03M_impro04_M021,No. I got a sixteen hundred on my S.A.T..,s,fru
Ses03M_impro04_F019,Something-- How are you going...?,q,xxx
Ses03M_impro04_M022,I'm freaking----typing sixty words a minute.,ans,fru
Ses03M_impro04_F020,How many words a minute?,q,xxx
Ses03M_impro04_M023,"Sixty words.  Sixty words a minute.  Hey how are you doing Mr. Smith?  Oh, you know, it's just like God, I just want to shoot you Mr. Smith.",ans,fru
Ses03M_impro04_F021,Sixty words a minute.  That's a min...a word per min uh second.,s,xxx
Ses03M_impro04_M024,Yeah.  It's alright.  But--,ag,neu
Ses03M_impro04_F022,You could be an amazing receptionist.,o,xxx
Ses03M_impro04_M025,I'm not cut to be a receptionist.,s,fru
Ses03M_impro04_M026,No.,dag,sad
Ses03M_impro04_F024,Oh I know.  But--,ag,fru
Ses03M_impro04_F025,"-it's going to get better I promise you. You just got to hang in there. Everyone, I mean, you know?",o,neu
Ses03M_impro04_MXX0,Yeah.,b,-
Ses03M_impro04_M030,Maybe I'll just kill myself.,o,sad
Ses03M_impro04_F026,What?  You can't...what?  Now come on.  Stop it.  Don't be talking like that.,o,sur
Ses03M_impro04_M031,I was just joking...,s,sad
Ses03M_impro04_M032,I don't know.,s,xxx
Ses03M_impro04_F027,"My, what I would do was just, you know, what about can you call Harvard and see...don't they have connections?  Don't they have like career center and you can find some stuff that's going on?",q,xxx
Ses03M_impro04_M033,Yeah.  I--they said Brian you're too smart.  You don't need us.,ans,fru
Ses03M_impro04_M034,Go out and take over the world by yourself and I'm like what?,s,fru
Ses03M_impro04_F030,But you got to be real about it.  You have to...,o,neu
Ses03M_impro04_M037,Yeah.  I got eighteen hundred on my S.A.T..,s,fru
Ses03M_impro04_F031,Sixteen hundred.,dag,neu
Ses03M_impro04_M038,Same difference.,s,neu
Ses03M_impro04_M039,Twenty-one hundred on my S.A.T..,s,xxx
Ses03M_impro04_F032,Twenty-one hundred?,q,neu
Ses03M_impro04_M040,But I'm doomed.  Yeah I got so good I was over twenty one hundred.  Now what am I doing?,q,fru
Ses03M_impro04_M041,"Like, wow you're really smart we're going to give you an extra [GARBAGE].",s,hap
Ses03M_impro05a_F000,Can I help you sir?,q,neu
Ses03M_impro05a_M000,Yes you can help me.  Where is my luggage?,q,ang
Ses03M_impro05a_F003,Okay.  Sir?  Can you...if you just give me one moment and let me just check okay?,q,fru
Ses03M_impro05a_M003,Okay.  Check.,ans,ang
Ses03M_impro05a_F004,"Alright.  And you're coming-- Wait, hold on sir.  You're coming from Baltimore into LAX right?",q,fru
Ses03M_impro05a_M004,Is it there?,q,ang
Ses03M_impro05a_M005,Yes.,ans,ang
Ses03M_impro05a_F005,Okay and this is direct flight?,q,neu
Ses03M_impro05a_M006,You don't know where we're at?,q,ang
Ses03M_impro05a_M007,God.,b,ang
Ses03M_impro05a_M009,"and it's not here, they told me to go to this person, go to this person.  Now I'm at this person.",s,xxx
Ses03M_impro05a_F007,You're at me and I'm going to try to help you out sir but you just have to cooperate with me--,s,neu
Ses03M_impro05a_M010,Okay.  What do you want?,q,ang
Ses03M_impro05a_F008,How many pieces of luggage do you have checked in?,q,neu
Ses03M_impro05a_M012,And what are you going to do about it?  You going to call someone?  You going to send me somewhere else?,q,ang
Ses03M_impro05a_F010,No.  I'm just going to check--,ans,fru
Ses03M_impro05a_M013,It's my mother's funeral tomorrow and the urn is in the suitcase.,s,ang
Ses03M_impro05a_F011,I'm sorry sir.,ap,neu
Ses03M_impro05a_M014,Yeah.,b,ang
Ses03M_impro05a_F012,I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--,ap,neu
Ses03M_impro05a_M015,What am I going to do tomorrow without the urn?,q,xxx
Ses03M_impro05a_F013,Sir it seems to me that your luggage is um- is not here,ans,xxx
Ses03M_impro05a_M017,"Sherlock Holmes.  God, where's my luggage?",q,ang
Ses03M_impro05a_F015,"Sir, Please please, I would ask you to just calm down for a second--",s,fru
Ses03M_impro05a_M018,Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this.,s,ang
Ses03M_impro05a_F016,"Okay.  We will find your luggage.  Apparently because it somehow...what flight you were taking, you were on Delta?",q,neu
Ses03M_impro05a_M020,What is the matter with you?,q,ang
Ses03M_impro05a_F018,"Sir, I just...you need to calm down is what needs to happen right now.",ans,ang
Ses03M_impro05a_M021,Don't yell at me.,c,ang
Ses03M_impro05a_F019,"Okay.  I'm not.  I'm sorry, I am being--",ap,fru
Ses03M_impro05a_F020,"calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you--",s,fru
Ses03M_impro05a_M022,Oh my God.  I think a blood vessel burst in my head.,o,ang
Ses03M_impro05a_F021,"Please, please",b,neu
Ses03M_impro05a_F022,"sir, listen to me.  Your luggage is still in Baltimore.",s,xxx
Ses03M_impro05a_M024,What?  Are you kidding me?,q,ang
Ses03M_impro05a_F024,"Yes.  Well, because--",ans,neu
Ses03M_impro05a_M025,Give- Give me your manager right now.,c,ang
Ses03M_impro05a_F025,I am the manager sir.,s,neu
Ses03M_impro05a_M027,Whose daughter are you?,q,ang
Ses03M_impro05a_F027,Sir?,q,fru
Ses03M_impro05a_M028,Sir. Sir. Sir. Sir,b,ang
Ses03M_impro05a_F028,What is your name?,q,ang
Ses03M_impro05a_M029,My name is Brent Caption.,ans,ang
Ses03M_impro05a_M030,Now what are you going to do about it?,q,exc
Ses03M_impro05b_F000,Can I help you sir?,q,neu
Ses03M_impro05b_M000,Yeah.,ans,xxx
Ses03M_impro05b_M002,Baltimore.,ans,fru
Ses03M_impro05b_F002,Baltimore and this is a direct flight to LAX,q,neu
Ses03M_impro05b_M003,Yes.,ans,fru
Ses03M_impro05b_F003,Okay.  Let's look up here,s,neu
Ses03M_impro05b_M005,Now what are you going to do for me different? Hmm?,q,fru
Ses03M_impro05b_F005,"What I can do for you is uh we can uh report lost, lost property.",ans,neu
